RK,YEAR,NAME ,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,3P
262,Jr,Chandler Hutchison,Boise St.,MWC,79.8,3.2,4.9,104.1,28.4,51.5,54.6,4.5,23.3,19,16.5,0.6,2.1,41.7,0.51,0.358
263,Jr,Cameron Morse,Youngstown St.,Horz,84.2,3.2,0.5,101.8,30.9,47.5,50.7,1.5,8,17.9,10.5,0.3,1.6,24.9,0.473,0.319
264,Jr,Ben Lammers,Georgia Tech,ACC,89.1,3.2,7.4,108.6,21,51.5,54.9,10,18.7,13.2,13.7,9.9,1.9,31.7,0.514,0.5
265,So,Deshon Taylor,Fresno St.,MWC,69.4,3.2,4.7,118.9,20,53.3,63.2,1.9,7.8,14,15.8,0,2.4,70.2,0.455,0.405
266,Sr,Isaiah Hicks,North Carolina,ACC,56.2,3.2,6.2,118.2,21.5,57.2,61.8,8.5,16.7,10.9,18.3,3.7,1,47.2,0.572,0
267,Sr,Mo Evans,Fort Wayne,Sum,80.8,3.2,1.4,111.5,26.3,55.1,57.7,1.5,9.5,32.5,20.6,0.3,2.5,19,0.484,0.406
268,Jr,Jalen Lindsey,Providence,BE,77.4,3.2,5.6,123.5,13.9,61.6,63.9,4.4,11.4,4.3,9.5,0.9,1.6,33.2,0.451,0.46
269,Sr,Jordan Washington,Iona,MAAC,53.7,3.2,1.8,108,37.7,55.3,58.9,12.4,25.2,7.5,15.1,1.9,2.3,55.9,0.555,0.25
270,Fr,Nick Ward,Michigan St.,B10,49.4,3.2,7.3,110.2,32.5,59.2,60.5,17.5,20.2,5.3,15,8,1,65.4,0.592,0
271,Jr,Justin Tillman,VCU,A10,59.2,3.2,4.1,118.2,21.3,59.2,59.9,13.2,26.5,3.1,10.9,2.2,0.6,31,0.594,0
272,Sr,Canyon Barry,Florida,SEC,51.3,3.1,7.4,117,23.3,49.5,57,4.4,10.3,6,10.1,1.6,1.4,44.3,0.488,0.336
273,Fr,Frank Jackson,Duke,ACC,60.5,3.1,4,116.4,20.4,56.4,59.8,3.1,8.2,12.6,15.4,0.2,1.3,36.3,0.539,0.395
274,So,Devin Cannady,Princeton,Ivy,79.9,3.1,4.6,115.7,20.6,54.6,59.7,1.2,12.6,11.2,11.3,1.1,2.2,27.6,0.429,0.403
275,Jr,Devin Robinson,Florida,SEC,65.4,3.1,7.6,115.9,19.1,54.7,57.6,7.3,18.5,4.8,12.2,3.1,1.9,33.8,0.524,0.391
276,So,Dererk Pardon,Northwestern,B10,59.8,3.1,6.2,120.1,14.7,61.1,60.5,12.1,16.9,7.2,14.3,6.3,1.6,40.7,0.611,0
277,Sr,Avry Holmes,Clemson,ACC,66.9,3.1,4.8,121.5,16.9,55.4,59.5,2.1,8.4,9.2,10.6,0.1,2.3,32.7,0.37,0.442
278,Fr,Justin Patton,Creighton,BE,63.8,3.1,7.5,117.1,21.1,69.2,67.5,7.7,18.9,8.6,17.7,5.9,1.9,29,0.684,0.571
279,Sr,Brynton Lemar,UC Davis,BW,83.1,3.1,3.5,110.6,23.9,50.8,55.9,2.2,9.1,17.4,12.9,0.4,1.3,42.1,0.444,0.386
280,Jr,Elijah Brown,New Mexico,MWC,80.3,3.1,4,100.9,31,45.7,53.6,1.6,16.7,20.7,17.3,0.5,2.3,50.2,0.422,0.33
281,So,Tookie Brown,Georgia Southern,SB,86.3,3.1,1.2,106.5,26.9,47.1,53.3,0.8,10,24.3,14.3,0.9,2.3,45.5,0.441,0.343
282,Jr,Kendall Smith,Cal St. Northridge,BW,83.9,3.1,1.3,107.6,25.3,49.9,55,2.5,10.9,28,16.3,0.5,2.1,40.3,0.49,0.345
283,So,Terence Davis,Mississippi,SEC,62.8,3.1,6.9,109.4,26.6,54.1,56.7,6,16,16.8,16.6,2.2,3,28.7,0.563,0.333
284,Fr,Sam Hauser,Marquette,BE,65.9,3.1,5.6,127.8,13.6,62.7,64.2,4.3,17.9,8.3,10.8,2.3,1.7,14.1,0.515,0.453
285,So,Ivan Rabb,California,P12,73.3,3.1,5.3,106.2,24.2,49.7,54.1,10.7,25.7,10.9,16.5,3.3,1.3,59.9,0.49,0.4
286,So,Dean Wade,Kansas St.,B12,69.8,3.1,6,120,16.3,57.8,59.5,7.3,12.2,13.1,12.5,2.6,1.6,33.9,0.561,0.402
287,Sr,Zak Irvin,Michigan,B10,87.6,3.1,3.2,104.9,22.2,51.6,53.1,2.3,14.3,16.5,15,0.2,1.6,17.7,0.516,0.344
288,Jr,P.J. Thompson,Purdue,B10,70.7,3.1,5.6,128.4,12.2,59.4,60.9,3,5.4,16.8,12.2,0.1,2.1,23,0.576,0.402
289,Sr,Steven Cook,Princeton,Ivy,77.2,3.1,5.6,113.4,22.8,56.6,58.6,5.9,14.7,12,12.7,1.1,3.2,34.7,0.521,0.42
290,Sr,Marquis Wright,Siena,MAAC,82.6,3.1,1.3,106.3,27.1,46.6,51,4.3,9.4,29.9,17.1,0.4,1.9,34.9,0.437,0.351
291,Jr,Deontae Hawkins,Illinois St.,MVC,68,3.1,6.3,112.1,24.4,55.2,57,7.2,19.3,10,12.9,3.1,1.4,15.4,0.478,0.442
292,Jr,Nana Foulland,Bucknell,Pat,67,3.1,5.2,111.9,25.6,63,62.2,10.2,22.3,9.6,16.7,7.8,1.6,58.1,0.63,0
293,So,Markis McDuffie,Wichita St.,MVC,64,3.1,8,117.8,21.7,51.4,58,7.9,16.4,12.3,14.5,1.4,2.6,51.4,0.508,0.352
294,Jr,Emmett Naar,Saint Mary's,WCC,82.1,3.1,3.4,112.7,20.1,52.3,57.1,0.9,8.2,30.7,24.2,0.3,1.4,31.3,0.462,0.424
295,Sr,Joe Rahon,Saint Mary's,WCC,91,3.1,5.2,116,16.5,49.8,52.3,1.7,10.8,27.1,18.6,0.9,1.9,21.2,0.469,0.36
296,Sr,Jaron Martin,UC Irvine,BW,76.2,3.1,4,112.2,23.7,52.7,55.2,1.5,8.6,22.9,14.2,0,1.7,16.2,0.463,0.403
297,Sr,Marcus Tyus,Nebraska Omaha,Sum,69,3.1,2.8,114.6,25.5,58.6,63.6,2.4,9.5,12.3,17.9,0.4,2.9,47,0.511,0.452
298,Sr,Kavin Gilder-Tilbury,Texas St.,SB,77.8,3.1,6.4,110.5,25.6,59.3,60.6,4.2,18.1,13.4,15,3.8,2.2,34.2,0.602,0.388
299,Jr,Jae'Sean Tate,Ohio St.,B10,79.5,3.1,3.9,106,23.5,55.9,56.6,7.1,14.8,13.5,17.3,1.7,1.9,45,0.586,0.222
300,So,Jalen Adams,Connecticut,Amer,85.1,3.1,2.7,101.1,26.5,46.5,50.6,2.3,10.3,39.3,20.7,0.7,1.9,23.8,0.441,0.356
301,Jr,Scottie Lindsey,Northwestern,B10,68.1,3.1,4.6,108.5,23,50,53.5,2,11.6,15.9,11.7,1,1.8,21.1,0.515,0.322
302,Jr,Bryant McIntosh,Northwestern,B10,85.5,3.1,1.7,100.7,26.9,44.6,49,0.8,8,32.3,17.5,0.4,1.3,21.9,0.441,0.307
303,Sr,Matt O'Leary,IUPUI,Sum,75.1,3.1,4.8,119.4,20,60.6,62.1,3.6,20.9,14.4,14.4,1.3,1.8,23.5,0.556,0.441
304,So,Nisre Zouzoua,Bryant,NEC,84.5,3.1,1.8,106.7,26.6,50.1,54.1,2.8,10.4,9.6,11.5,1.2,2.3,31.6,0.46,0.362
305,Fr,Koby McEwen,Utah St.,MWC,78.8,3.1,2.9,106.9,25,55.4,60,1.9,16.2,20.5,19.6,1.3,1.4,59.3,0.494,0.416
306,Sr,Alec Wintering,Portland,WCC,51.9,3.1,-0.4,95.8,34.4,45.5,51.8,3.5,10.7,40.3,21.6,0,3.2,45,0.442,0.361
307,Sr,Milton Doyle,Loyola Chicago,MVC,82,3.1,4.8,102.5,28.5,50.3,54.8,2.2,17.1,27.4,18.6,2.4,3.2,35,0.48,0.37
308,Sr,Tre' McLean,Chattanooga,SC,80.7,3.1,5.2,114.9,20.3,54,58,5.2,15.2,12.6,15,1,2.8,31.6,0.506,0.385
309,Fr,Ryan Daly,Delaware,CAA,84.2,3.1,3.4,108.9,25.6,49.8,52,7,18.7,15.5,8.7,0.8,1.6,23.6,0.485,0.344
310,Fr,Mikey Dixon,Quinnipiac,MAAC,73.9,3.1,1.5,113.4,23.7,53.3,58.5,3.7,9.7,15.8,16.5,0.2,1.3,34,0.516,0.37
311,Jr,Frank Bartley IV,Louisiana Lafayette,SB,82.2,3.1,2.6,113.7,20.8,53,56.3,2.8,12.4,14.4,14.9,0.3,2.7,39.9,0.532,0.352
312,Fr,Christian Keeling,Charleston Southern,BSth,79.9,3.1,1.8,108.8,27.2,48.9,55.2,4.5,22.1,9.8,12.1,1.2,1.6,48.6,0.482,0.349
313,Jr,Conner Frankamp,Wichita St.,MVC,60.6,3.1,8.2,129.8,15.6,59.6,60.9,0.7,6.1,19.7,10,1.1,1.8,13.9,0.463,0.442
314,Jr,Jalen Hayes,Oakland,Horz,76.7,3.1,3.4,113.7,23.3,55.1,58,9.2,18.7,11.3,12.7,2.3,2,36.3,0.55,0.385
315,Jr,Divine Myles,Stetson,ASun,82.7,3.1,1.1,111.6,23.8,54.5,57.8,2.7,12.3,21.9,13,0.2,1.3,38.9,0.538,0.384
316,So,Thomas Bryant,Indiana,B10,68.6,3.1,5.3,112,22.3,56,60.1,9.7,17.2,9.8,20.9,5.7,1.6,51.9,0.556,0.383
317,So,Jordan Dartis,Ohio,MAC,87.4,3,4.7,124.5,14.2,59.9,64,0.4,10.5,8.7,10.8,0.5,1.9,29.6,0.443,0.439
318,Sr,D.J. Johnson,Kansas St.,B12,62.8,3,4,115.4,20.1,62.3,64.7,10.5,16,3.8,17.6,6.5,1.6,55.1,0.623,0
319,Jr,Marcus Foster,Creighton,BE,78.3,3,1.7,101.7,28.1,52.1,54,1,8.9,14.4,14.1,0.2,1,20.2,0.532,0.336
320,So,Drew McDonald,Northern Kentucky,Horz,76.6,3,2,109.7,26.1,52.4,56.4,7.4,21.2,12,15.8,1.9,0.7,39.1,0.498,0.383
321,So,Admon Gilder,Texas A&M,SEC,86.5,3,4.8,106.9,21.8,51.5,54.8,3.4,8.8,21.8,21.1,0.9,3.3,29.7,0.473,0.377
322,Jr,Desi Rodriguez,Seton Hall,BE,79,3,4,104.5,24.8,49.7,51.9,4.4,13.9,11.7,15.1,1.4,1.5,30.4,0.48,0.355
323,So,Deng Adel,Louisville,ACC,72.4,3,5.3,111.5,19.9,48.9,52.8,2.6,13.8,12.8,13.3,1.4,1.2,28.8,0.469,0.349
324,Jr,Braxton Huggins,New Mexico St.,WAC,70,3,2.6,117.9,20.5,57.2,61.5,2,8.4,9.5,15.9,0.7,0.6,36.9,0.465,0.417
325,Sr,Donte McGill,FIU,CUSA,70.8,3,-0.9,105.3,28.4,45.9,52.2,6.8,6.6,8,12.9,0.4,2.4,28.6,0.458,0.31
326,Fr,Grant Williams,Tennessee,SEC,63.9,3,5.9,107.6,25,52.5,57,12.2,12.8,9.4,17.4,7.7,1.7,73.3,0.518,0.387
327,Sr,V.J. Beachem,Notre Dame,ACC,85.1,3,4.3,107.7,19.9,52,54.6,2.2,11.4,4.8,9.7,3.2,1.6,16.5,0.495,0.361
328,So,Aaron Holiday,UCLA,P12,65.8,3,3.7,113.1,23.2,57.1,61,1.5,9.5,24.4,21.3,0.6,2.2,35.9,0.539,0.411
329,Sr,Erik Durham,Jacksonville St.,OVC,83.8,3,3.9,125.4,14.5,66.2,66.4,4.9,11.5,11.6,15.6,0.3,1.3,27.7,0.578,0.476
330,Jr,Ahmad Thomas,UNC Asheville,BSth,82.5,3,5.7,108.7,26.3,57.8,58.2,4.8,19.3,15.4,14.1,1.7,4.6,27.2,0.553,0.462
331,So,Noah Dickerson,Washington,P12,67.7,3,0.6,115.2,21.1,54.9,58.2,10.7,22.8,5.4,13.9,1.5,1,53.2,0.562,0.111
332,Sr,Troy Caupain,Cincinnati,Amer,80.1,3,5.5,112.9,19.1,46.8,50,2.3,14.1,24.4,12.9,1.1,2.2,30,0.453,0.325
333,So,Nick Mayo,Eastern Kentucky,OVC,87.9,3,3,105.7,26.7,53.5,58.1,4.6,16.2,18.4,18.1,4.1,1.3,43,0.523,0.388
334,So,Glynn Watson Jr.,Nebraska,B10,78.7,3,3.8,108.4,20.8,48.4,52.2,1.7,9.1,16.6,13.5,0.4,3,24.6,0.421,0.4
335,So,Derick Newton,Stetson,ASun,80.7,3,1.3,111.4,24.9,54.1,59.4,4,13.7,8,12.3,0.7,1.1,42.1,0.536,0.366
336,Jr,Kyle Washington,Cincinnati,Amer,61.3,3,4.6,111.2,26,53,55.9,10.3,21.3,7.6,14,5.5,0.9,31.6,0.53,0.357
337,Jr,Matthew Fisher-Davis,Vanderbilt,SEC,67.4,3,4.3,105.7,24.4,52.1,56.7,1.4,11.5,8.7,13.4,0.9,1.3,33.7,0.459,0.372
338,Sr,Zak Showalter,Wisconsin,B10,73.1,3,6.2,124.1,13.1,61.4,64.2,3.1,8.7,10.6,17.5,1.1,3.2,24.8,0.637,0.398
339,Fr,Josh Okogie,Georgia Tech,ACC,77.4,3,4.9,103.4,26.6,48.1,54.5,5.2,13.5,12.3,14.6,2.5,2.4,56.4,0.466,0.371
340,So,Joe Rosga,Denver,Sum,85.5,3,1.9,114,21.3,56.3,60.4,1.7,12.1,17.9,17.3,0.1,1.9,28.8,0.467,0.44
341,Sr,Seth Allen,Virginia Tech,ACC,69.5,3,3.9,108.8,23.5,62.6,64.7,1.1,8.1,22.9,23.6,0.4,1.6,35.6,0.601,0.441
342,So,Matt Morgan,Cornell,Ivy,78.5,2.9,2.4,107.9,25.7,56.7,60.9,1.6,14.1,14.3,16.9,0.7,1.4,30,0.592,0.368
343,Jr,Jairus Lyles,UMBC,AE,81.9,2.9,1.4,105.1,28.1,48.5,53.1,4.2,17.8,15.1,12.4,0.1,2.8,41.2,0.489,0.316
344,Jr,Trevor Thompson,Ohio St.,B10,57.4,2.9,5.2,115.4,22.4,57.1,61.1,13.7,29.6,4,15.7,7.5,0.9,57.1,0.571,0
345,Sr,Patrick Cole,North Carolina Centr,MEAC,90.2,2.9,2.5,101.6,33.2,44.8,50.5,3.8,17,32.9,19,0.8,1.6,40.7,0.41,0.342
346,Sr,Eric Eaves,South Carolina St.,MEAC,73.7,2.9,1.3,108.2,28.3,51.3,55.5,4.7,11.1,18.4,13.7,1.3,1.1,46.8,0.524,0.324
347,Sr,Shane Hammink,Valparaiso,Horz,78.2,2.9,2.8,111,23.2,56,61.2,3.2,10,16.1,19.9,1.1,1.8,43.8,0.588,0.342
348,Sr,Stevie Browning,Marshall,CUSA,77.2,2.9,1.5,110.3,22.5,52.3,55,3,10,19,11.9,0.6,1.8,18.5,0.485,0.387
349,Sr,Jalen Jenkins,George Mason,A10,68,2.9,2,112.2,22.9,60.7,63,11,12.6,15,21.8,1,0.8,54,0.607,0
350,Fr,Mustapha Heron,Auburn,SEC,69.8,2.9,2.6,106.1,25.2,50.6,56.6,6.1,17,9.1,17.9,0.7,1.6,51.7,0.45,0.423
351,So,David Nichols,Albany,AE,85.4,2.9,0.5,102.4,29.7,48.4,51.3,1.5,11,21.9,16.4,0.3,2.2,17.1,0.469,0.35
352,Jr,Darian Anderson,Fairleigh Dickinson,NEC,81.4,2.9,2.9,105.6,26.3,47.7,52.8,2.4,10.7,21.3,14,0.8,3.4,32.5,0.441,0.355
353,Jr,Muhammad-Ali Abdur-Rahkman,Michigan,B10,75.8,2.9,3.6,115.4,16.4,54.4,57.8,3.1,8.7,11.7,13.2,0.4,1.9,31.3,0.527,0.378
354,Sr,Tyler Flack,South Dakota,Sum,52.4,2.9,4.3,114.5,25.1,54.4,58.3,9.5,18.2,7.2,11.6,6.4,1.5,33.8,0.577,0.255
355,Jr,Emmitt Holt,Providence,BE,66.3,2.9,4.5,110.6,22.2,56,58.5,7.4,15.6,8.3,13.6,3.1,1.5,42.5,0.571,0.344
356,Fr,Denzel Mahoney,Southeast Missouri S,OVC,74,2.9,0.8,115,22.9,52.5,58.7,5.4,11.7,9,11,0.4,1.2,48,0.489,0.379
357,Sr,Jaleen Smith,New Hampshire,AE,91.4,2.9,3.1,106.2,25.2,52.1,56,4.1,15.7,25,19.5,1.8,1.4,31.5,0.519,0.349
358,Sr,Demetris Morant,Florida Gulf Coast,ASun,65.4,2.9,3.6,130.9,15.7,74.6,72.7,13,21.4,3.5,16.8,5.6,0.6,31.4,0.746,0
359,Jr,Mark Alstork,Wright St.,Horz,75.9,2.9,0.8,98.8,34.7,47.6,55,3.2,15.2,25.7,23.1,2.2,1.3,46.6,0.406,0.384
360,Jr,Zach Smith,Texas Tech,B12,75,2.9,3.9,108.5,21.9,53.9,56.2,10.8,18.8,8.7,17.2,5.8,0.9,38.2,0.529,0.395
361,Sr,D.J. Fenner,Nevada,MWC,74.9,2.9,1.6,111.9,20.7,54.3,59.3,3.6,9.5,10.7,16.2,1.2,1.1,36.4,0.462,0.435
362,So,Dylan Windler,Belmont,OVC,76.5,2.9,4.9,125.6,14,63.8,65.5,6.3,18.1,9.4,14,3.2,1.7,32,0.674,0.402
363,Jr,Dusan Ristic,Arizona,P12,55.5,2.9,3.5,115.9,22.2,55.8,58.6,9.9,18.3,4.2,12.8,2.1,0.8,27.5,0.556,0.5
364,Sr,Tyler Livingston,UMass Lowell,AE,80.2,2.9,0.8,122.6,16.4,63.1,63.8,5,12,10.1,12.7,1.4,1.1,8.7,0.556,0.461
365,So,Cameron Oliver,Nevada,MWC,79.4,2.9,5.7,105.9,24.2,54.1,56.5,5.7,23.8,11.9,17.2,8.3,1.5,30,0.519,0.384
366,Sr,Michael Buchanan,USC Upstate,ASun,55.5,2.9,2.9,110.7,32.8,63.2,61.1,16.1,26.6,12.3,16.9,2.5,1.2,58.8,0.632,0
367,So,Wyatt Walker,Samford,SC,67.2,2.9,3.1,116.3,21.5,58,62.7,12.5,25.2,10.6,18.3,3.2,1.2,56.8,0.579,0.4
368,Jr,Stephen Brown,Bucknell,Pat,75.6,2.9,4.4,113.9,20.3,54.3,56.5,1.4,10.5,29.1,16.6,0.3,3,30.9,0.5,0.402
369,So,Jazz Johnson,Portland,WCC,88.9,2.9,0.1,103.8,24.3,50.9,55.9,1.2,8.1,16.8,16.7,0.2,1.3,33.8,0.455,0.403
370,Fr,Rawle Alkins,Arizona,P12,70.1,2.9,5.9,110.9,21.2,53.4,56.6,7.1,13.6,14,18.2,1.8,1.9,32.7,0.521,0.37
371,Sr,John Murry,Austin Peay,OVC,77.3,2.8,-1.5,107.7,26.7,52.4,58.9,2,8.8,10.7,16.5,0.4,1.4,51.2,0.528,0.345
372,Jr,Reginal Johnson,Alcorn St.,SWAC,63.7,2.8,3.9,116.1,26.8,57.1,59.3,10.5,18.1,8.7,12,1.3,0.8,23.8,0.59,0.338
373,Sr,Jordan Woodard,Oklahoma,B12,46.6,2.8,5.7,102.5,26.5,46.3,52,2.6,14.3,22.3,17.9,0.4,3.6,31.6,0.403,0.362
374,Jr,Markel Crawford,Memphis,Amer,80.3,2.8,2.9,113.5,18,54.5,57.6,3.9,11.3,11.4,13.1,0.4,2.5,29.2,0.575,0.333
375,So,Jimond Ivey,Akron,MAC,74.1,2.8,3.8,121,17.1,59.1,62.7,5.8,17.6,12.9,16.4,1,2.3,42.6,0.648,0.34
376,Sr,Chris Flemmings,UNC Wilmington,CAA,87.4,2.8,3.5,110.2,20.6,53.7,56.9,3.5,15.5,10.4,17,2,2,29.6,0.58,0.328
377,Sr,Brett Bailey,San Diego,WCC,82.8,2.8,1.2,102.8,26.6,48.4,54.9,6.4,18.3,12.4,15.9,1.3,1.3,53.1,0.466,0.356
378,Fr,Robert Williams,Texas A&M,SEC,64.6,2.8,8.3,110.7,23.4,56,56.9,13.6,21.1,12,17.1,10.6,1.6,36.4,0.588,0.111
379,So,Isaiah Briscoe,Kentucky,SEC,71.8,2.8,4.6,105.1,22.3,49.4,52.4,5.3,13.7,23.3,19.5,0.6,1.5,42.7,0.507,0.288
380,So,Tavrion Dawson,Cal St. Northridge,BW,74.9,2.8,1.3,113.3,21,55.3,59.5,7.3,18,10.1,15,1.7,1.9,39.6,0.557,0.361
381,Jr,Junior Etou,Tulsa,Amer,72.8,2.8,3.3,107.8,22.1,57.8,62.7,7,19.8,10.3,23.1,0.4,0.9,58.2,0.534,0.427
382,Sr,Jordan Price,La Salle,A10,80.7,2.8,1.1,104.6,24.2,52.9,56.3,2.2,13.9,16.8,17.2,0.9,1.1,29.3,0.528,0.354
383,Jr,Sean O'Brien,Colgate,Pat,89.3,2.8,-0.2,113.7,18.6,57.5,61.2,1.7,6.6,24.7,19.4,0,1.8,23.4,0.532,0.406
384,Jr,Martez Walker,Oakland,Horz,85,2.8,1.6,109.7,22.7,50.4,56.4,4.7,8,8.3,13.5,0.9,1.4,40.2,0.551,0.305
