RK,YEAR,NAME,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,3P
40,Sr,Perry Ellis,Kansas,B12,75.1,4.8,8.3,120.1,24.1,56.4,60.7,6.9,14.5,8.7,11.8,1.8,0.9,39,0.548,0.438
41,Sr,Max Landis,Fort Wayne,Sum,93.5,4.7,3.2,120.4,22.7,59.3,63.1,0.4,6.1,19.6,14.8,0.1,1.4,35.1,0.452,0.45
42,So,Elijah Brown,New Mexico,MWC,83.8,4.7,6.4,111.6,29.7,52.6,60.4,2.6,15.2,20.2,18.6,0.2,1.8,56.3,0.463,0.394
43,Sr,Anthony Gill,Virginia,ACC,69.8,4.6,7.3,122.6,24,58.3,62.4,10.6,18.2,5.8,10.9,2.6,1.5,53.1,0.577,1
44,Jr,T.J. Cline,Richmond,A10,74.2,4.6,6.8,115.5,29.2,61.3,62.1,4.7,15.4,28.2,14.8,0.3,1.3,33.6,0.637,0.37
45,Jr,Evan Bradds,Belmont,OVC,76.5,4.6,4.6,126.4,23.4,72,72.8,8.4,24.3,14.6,18.9,0.7,0.6,63.9,0.724,0.375
46,Jr,Quinton Hooker,North Dakota,BSky,86.4,4.6,7.2,120.7,25.1,55.4,62,3.7,11.5,20.6,11.7,0.7,2.9,47.1,0.533,0.403
47,Sr,Michael Gbinije,Syracuse,ACC,93.8,4.6,7.5,111.2,24.8,55.4,57.4,3.2,8.7,26.5,18.5,1.1,3.1,32.8,0.525,0.391
48,So,Dillon Brooks,Oregon,P12,82.3,4.6,6.1,113.3,25.9,51.5,55.9,7.2,11.6,19.4,16,1.2,1.9,31.1,0.519,0.338
49,Sr,Josh Scott,Colorado,P12,71.6,4.5,9.7,121.6,23.3,52.7,58.2,9.2,20.4,13.4,9.9,5.1,1.2,57.3,0.527,0.333
50,Jr,Damyean Dotson,Houston,Amer,75.9,4.5,6.7,129.9,18.9,60.2,62.6,7.1,17.2,7.7,10.5,0.7,1.3,20.4,0.658,0.367
51,Sr,Trey Freeman,Old Dominion,CUSA,87.1,4.5,6.6,111.8,31.9,46.3,50.3,1.8,12,21.4,7.1,0.4,1.9,22.6,0.448,0.349
52,So,Pascal Siakam,New Mexico St.,WAC,87,4.5,8.3,115.4,28,54,56.9,13.4,23.5,11.2,12.6,6.4,1.7,40.3,0.547,0.2
53,Sr,Micah Mason,Duquesne,A10,86.2,4.5,4.7,121.3,21.9,60.2,62.8,0.7,8.1,24.7,14.7,0.2,1.5,20.7,0.545,0.423
54,Jr,Isaiah Taylor,Texas,B12,76.6,4.5,6.4,112.2,27.7,44.6,52.6,1.5,9,35.4,12.9,0.7,1.7,51.6,0.443,0.306
55,Jr,Josh Hart,Villanova,BE,78.2,4.5,8.6,117.7,23.5,57.5,60.2,7.6,17.1,12.4,13.3,0.9,2.2,30.6,0.595,0.357
56,Sr,Gary Payton II,Oregon St.,P12,86,4.5,10.6,110.7,26.5,51,53,7.7,18.2,32.6,14.4,1.5,4.2,28.2,0.516,0.319
57,Sr,Martin Breunig,Montana,BSky,76,4.5,6.8,120.2,28.8,62.8,65.3,11.8,23.2,11.4,15.5,4.8,1.2,61.4,0.631,0.333
58,Sr,Bryn Forbes,Michigan St.,B10,69.6,4.5,7.7,132.2,18.1,64.4,66.7,1.5,6.5,9.7,10,0.1,0.9,21.9,0.482,0.481
59,Sr,Juan'ya Green,Hofstra,CAA,92.7,4.5,5.5,113.4,26.1,47.2,54.8,2.1,10.3,36.3,17.2,1.3,2.4,54.9,0.42,0.361
60,Sr,Jarrod Uthoff,Iowa,B10,78.2,4.4,10.4,115.4,26,51.5,55.9,5,16.4,7.3,8.1,8.6,1.8,30.8,0.484,0.382
61,Sr,Ron Curry,James Madison,CAA,81.2,4.4,7.7,118.9,24.6,53.1,57.6,1.4,11.5,23.2,10.7,1.4,1.8,45.9,0.516,0.363
62,Jr,Tyler Cavanaugh,George Washington,A10,75.6,4.4,5.5,118.6,24.9,56.9,62.6,7.6,20.5,8.6,16.3,0.9,1.1,48.8,0.544,0.417
63,Fr,James Thompson IV,Eastern Michigan,MAC,81.5,4.4,3.6,128.5,19.2,62.4,65,15.4,19.6,3.7,11.9,4.4,1.4,65.3,0.627,0
64,So,Peyton Aldridge,Davidson,A10,86.2,4.3,4.5,120.4,20.2,56.3,60.7,6.3,14.4,12.4,11.7,2.8,0.9,33,0.561,0.377
65,Fr,John Konchar,Fort Wayne,Sum,89.6,4.3,5.9,128.7,17,62.3,64.7,8.8,21.4,14.1,13.9,0.8,3.3,44.4,0.616,0.431
66,Sr,Marcus Posley,St. Bonaventure,A10,92.3,4.3,3.5,111.5,26.1,50.5,55.4,2.1,8.1,20.4,14.4,0.3,2,35,0.473,0.36
67,Fr,Brandon Ingram,Duke,ACC,85.9,4.3,6.7,112.1,24.6,52.5,55.3,6.1,15.4,11.3,13.7,3.6,1.9,35.1,0.464,0.41
68,Sr,Ryan Arcidiacono,Villanova,BE,79.9,4.3,7.9,119.9,20.1,54.7,58.8,1.5,8.7,24.1,14.1,0.1,2.5,29.6,0.5,0.394
69,Sr,Austin McBroom,Eastern Washington,BSky,94.2,4.3,0.6,114.3,26.9,54.9,59.9,2,5.9,17.9,16.2,0,1.5,38.3,0.472,0.403
70,Sr,Marvelle Harris,Fresno St.,MWC,91,4.2,6.8,107.5,29.3,46.5,51.7,1.4,12.9,26.4,11.7,1.8,3.5,40.9,0.447,0.333
71,Jr,DeAndre' Bembry,Saint Joseph's,A10,92.8,4.2,7.9,110.7,24.5,51.3,53.9,4.3,18,24.1,12.6,2.5,2.2,35.8,0.553,0.266
72,So,Cameron Morse,Youngstown St.,Horz,78.6,4.2,3.2,115,26.1,54.3,59.5,0.9,7.7,19.6,10.6,0.2,2.2,40.7,0.496,0.418
73,Sr,Kellen Dunham,Butler,BE,80.7,4.2,4.9,118.2,21.2,55.3,60.2,1.6,7.4,8.7,12.7,0.3,1.2,36.4,0.449,0.429
74,Sr,D'Vauntes Smith-Rivera,Georgetown,BE,87.5,4.2,5.7,111.7,23.8,50.1,55.1,2.3,9.3,27.5,14.3,0.9,2.4,34.4,0.508,0.33
75,Sr,Alex Hamilton,Louisiana Tech,CUSA,88,4.2,6.6,113.2,28.6,53.1,58.3,3.2,13.6,35.6,17.2,1.4,2.9,66.3,0.559,0.303
76,Jr,Chris Flemmings,UNC Wilmington,CAA,79.7,4.2,8,124.9,20.4,59,63.2,4.5,15.6,8.5,11.6,2.4,2.2,40.5,0.622,0.366
77,Jr,Zeek Woodley,Northwestern St.,Slnd,83.5,4.2,2.9,120,25.5,58.1,63.3,5.7,10.9,10.2,12.5,1.5,1.5,36.8,0.586,0.381
78,Sr,Damion Lee,Louisville,ACC,81.1,4.2,7.5,117.9,21.8,51.4,57.1,2.2,11.1,10.7,13.6,0.1,2.8,37.7,0.517,0.341
79,So,Melo Trimble,Maryland,B10,82.8,4.2,5.1,110.7,26.1,48.2,56,1.2,10.6,28.7,18.4,0.4,2.3,46.5,0.495,0.311
80,Jr,Malcolm Hill,Illinois,B10,85.7,4.2,5.1,108.7,27.9,47.8,55.6,4.2,18.5,20.5,13.2,1.4,2.1,53.4,0.481,0.314
81,Jr,Justin Robinson,Monmouth,MAAC,81.7,4.2,7.7,115.9,26.5,52,58.5,1.9,9.7,23.1,13.8,0,3.6,44.9,0.47,0.394
82,Jr,Bryce Alford,UCLA,P12,89.5,4.2,4.5,113,22.2,47.4,53.5,0.8,10.1,25.2,13.6,0,1.1,37.7,0.402,0.367
83,Sr,Ryan Anderson,Arizona,P12,69.3,4.1,6.5,117.2,24.5,54.9,60.4,12.7,26.2,5.4,15.2,2,1.4,65.2,0.551,0.286
84,Jr,Tim Williams,New Mexico,MWC,83.9,4.1,5,119.2,20.6,60.4,62.2,7.6,17,6.9,11.9,4,1,45.8,0.604,0
85,So,Joel Berry II,North Carolina,ACC,76.8,4.1,7.8,122.1,19,53,57.3,2.3,9.3,19.4,14.9,0.8,2.7,26.5,0.495,0.382
86,Sr,Gavin Ware,Mississippi St.,SEC,67.6,4.1,5.9,120.1,24,61.4,64.4,11.8,19,6.9,15.4,3.9,1.9,42.3,0.616,0
87,Jr,Khallid Hart,Marist,MAAC,83.7,4.1,1.8,114.1,25.5,54.2,61.3,1.1,7.3,13.1,14,0.2,2.4,54.5,0.508,0.383
88,Jr,Kris Jenkins,Villanova,BE,70.7,4.1,8.9,120.5,21.5,58.7,62.1,2.3,13.1,14.8,12.7,1.6,1.7,26.4,0.603,0.386
89,Jr,Andrew White III,Nebraska,B10,73.7,4.1,7,118.2,23.8,58.9,61.5,4.6,18.9,4.4,13.1,1.2,2.3,27.4,0.557,0.412
90,Sr,Michael Bryson,UC Santa Barbara,BW,82.3,4,7.1,112,25.4,56.9,60.6,5.2,15.2,15.4,17.2,2.2,1.4,30.2,0.558,0.388
91,Jr,Jordan Woodard,Oklahoma,B12,73.7,4,6.8,117.9,21.3,52.6,57.1,3.4,7.3,20.7,14.4,0.6,3,33.9,0.38,0.455
92,Sr,Terry Allen,Richmond,A10,82.2,4,4.6,111,26.2,52.2,56.9,7.4,19.3,12.8,12.2,1.8,2.8,49.9,0.537,0.308
93,Jr,London Perrantes,Virginia,ACC,78.2,4,8.1,117.7,19.2,57.9,60.9,1.7,10.1,24.2,18.6,0.3,2.1,27.1,0.375,0.487
94,Sr,Tim Derksen,San Francisco,WCC,81.1,4,3.9,120.3,22.4,55.5,58.9,7.6,14.7,12.9,12.3,1,1.2,39.9,0.506,0.438
95,Sr,Nathan Boothe,Toledo,MAC,79.4,4,6.4,111.8,29.9,52.5,56.4,6.9,25.6,23.1,13.5,3.7,1.2,26.1,0.519,0.368
96,Sr,Grant Mullins,Columbia,Ivy,78.3,4,3.8,125.6,19.7,57.5,63,1.6,12.6,21.5,13,0.6,1.6,48,0.485,0.441
97,Sr,Adam Smith,Georgia Tech,ACC,76,4,5,117.1,22.1,52.6,55,1.3,7.2,12.6,10.9,0.1,0.8,16.7,0.396,0.414
98,Sr,Retin Obasohan,Alabama,SEC,80.2,4,6.5,107.5,28.5,52.9,56.9,2.1,10.7,21.8,16.2,1,2.6,51,0.516,0.372
99,Sr,Chris Fowler,Central Michigan,MAC,74,4,2,111.1,25.8,49.1,55.3,1.9,10.7,32.5,16.8,0.5,2.1,47.2,0.498,0.313
100,Jr,Jared Brownridge,Santa Clara,WCC,87.6,4,3.7,106.7,29.4,48.6,54.6,1.2,9.1,17,11.1,0.7,1.2,38.9,0.402,0.384
101,Jr,Frank Mason III,Kansas,B12,83.1,4,7.1,113.9,20.9,49.1,54.8,2.4,11.4,23.4,15.7,0.3,2.3,51.7,0.454,0.382
102,Jr,Michael Young,Pittsburgh,ACC,73.6,4,6.2,113.2,26.6,54.3,59.6,8.9,17.8,16.2,18.6,2,0.7,49.3,0.544,0.333
103,Jr,Zach LeDay,Virginia Tech,ACC,75.6,3.9,7,114.9,24.7,50.5,56.7,11,18.1,10,12.2,5.8,1.4,55.4,0.5,0.356
104,Jr,Antonio Campbell,Ohio,MAC,72.4,3.9,7.2,120.5,24.2,61,62.5,8.7,30.3,5.4,9.9,6.3,1.3,25.4,0.637,0.36
105,Sr,Marcus Paige,North Carolina,ACC,67.2,3.9,6.9,120.3,18.4,50.3,53.8,1.6,7,18.6,12.1,1.5,2.1,26.3,0.459,0.356
106,Sr,Shawn Long,Louisiana Lafayette,SB,74.2,3.9,5.9,111.7,29.1,53.2,57.1,14.2,28.4,10.1,17.1,5.8,1.3,51.4,0.553,0.268
107,Jr,Dane Pineau,Saint Mary's,WCC,67.1,3.9,7.8,126.2,21.3,66.8,65.1,14,21.9,11.2,13.6,5.6,1.8,33.2,0.68,0.222
108,Jr,Cleveland Thomas,Hartford,AE,77.9,3.9,4.3,113.6,26.2,53.9,59,3.2,17.7,19.7,10.9,0.6,1.9,38,0.449,0.429
109,So,Devin Watson,San Francisco,WCC,85.9,3.9,1.7,108.3,29.7,48.2,53.6,0.9,7,29.6,16.2,0,1.5,47.9,0.464,0.339
110,Jr,Ben Moore,SMU,Amer,71.9,3.9,6.5,120.7,20.4,54.9,58.5,12.2,16.6,13.2,15.7,5.6,1.5,43.9,0.549,0
111,Sr,D.J. Balentine,Evansville,MVC,92.5,3.9,3.3,104.7,29.4,49.8,54.6,2.8,7.3,25.7,14.5,0.8,1.1,37,0.488,0.347
112,Fr,Mike Daum,South Dakota St.,Sum,52.9,3.9,9.4,123.3,31.1,59.2,65.2,11.7,21.3,9.2,15.2,1.4,1.3,57.2,0.572,0.444
113,Jr,Chris Boucher,Oregon,P12,64.8,3.9,9.4,123.9,20.4,60.1,62.4,12.3,20.6,3,12.3,11.9,1.8,51.7,0.663,0.336
114,Sr,Jimmy Gavin,Winthrop,BSth,86.6,3.9,2.4,118.3,24,57.6,61.6,1.9,7,17.5,14.5,0.1,1.3,33.4,0.544,0.401
115,So,Joshua Braun,Grand Canyon,WAC,76.3,3.9,6,124.3,21.6,52.6,62.1,5.8,12.8,6.5,11,2.3,1.4,70.4,0.478,0.376
116,Jr,Jordan Johnson,Milwaukee,Horz,88,3.9,2,115.9,23.3,48.1,57.1,2,9.9,42.7,19.9,0.1,1.5,75.5,0.486,0.313
117,Sr,Chris Smith,Utah St.,MWC,78.3,3.9,5,118.5,21.6,58.7,61.4,4.8,13.4,13.9,13.7,1.4,1.5,32.8,0.511,0.458
118,Sr,Toddrick Gotcher,Texas Tech,B12,71.5,3.9,7.2,124.1,17.6,54.2,58.6,4.2,10.1,15.7,9.6,1.4,2.1,30.4,0.471,0.392
119,Jr,Alec Wintering,Portland,WCC,79,3.8,2.6,108.9,30.1,49.9,57.1,1.7,9.5,30.6,18.9,0.1,2.6,56.3,0.459,0.406
120,Sr,Taurean Prince,Baylor,B12,76.2,3.8,5.7,107.2,27.2,49.3,53.7,8.9,14.7,15.4,18.9,2.7,2.3,33.6,0.468,0.361
121,Sr,Chase Fischer,BYU,WCC,85.3,3.8,4,116,21.9,52.5,57.3,1.2,7.2,10.7,10.3,0.1,1.8,34.2,0.473,0.374
122,Sr,Dion Wright,St. Bonaventure,A10,92,3.8,2.5,113.1,22.1,49.5,53.6,8.9,18.4,6.9,10.2,2.2,1.5,28.6,0.5,0.316
123,Jr,Kareem Canty,Auburn,SEC,57.8,3.8,3.4,106.2,27.5,51.1,54.2,0.7,8.5,38,17.2,0,1.2,27.1,0.463,0.361
124,Jr,James Daniel,Howard,MEAC,86.6,3.8,3.9,104.6,35.1,45,54.1,1.8,4.3,20.2,17.2,0.5,3,54.9,0.421,0.329
125,So,Isaiah Whitehead,Seton Hall,BE,80.4,3.8,8.4,102.1,31.1,45.8,51.1,1.8,9.8,33,19.5,4.5,2.1,38.3,0.39,0.365
126,Sr,Dorian Finney-Smith,Florida,SEC,79.1,3.8,8.8,113.7,22.4,52.8,56.9,7.9,19.4,13.2,15,2.6,1.6,42.6,0.505,0.368
127,So,Trevon Bluiett,Xavier,BE,76.6,3.8,7,114.2,21.9,52.1,55.8,5.2,16.2,13.7,13.5,1.2,1.6,30.4,0.449,0.398
128,So,Justin Bibbins,Long Beach St.,BW,74.2,3.8,3.7,118.5,19.3,55,62,1.4,9.7,30.8,18.9,0,1.9,53.1,0.444,0.443
129,Sr,Elgin Cook,Oregon,P12,79.7,3.8,4.9,111.2,23.5,49.5,55.8,5.8,12.6,14.2,16.2,1.2,2.6,50.6,0.492,0.339
130,Sr,Chris Horton,Austin Peay,OVC,84.1,3.8,4.6,113.4,27.2,59.4,60.8,16.5,23.8,9.6,17.2,5.5,2.2,72.7,0.594,0
131,Sr,Shonn Miller,Connecticut,Amer,63.4,3.8,7.4,126.2,20,58.8,62.8,5.9,16.5,4.7,7.2,3.8,2.2,39.1,0.59,0.375
132,Sr,Josh Hagins,Little Rock,SB,76.8,3.8,8,117.3,24.4,53.4,57.3,3,12.8,32.5,14.1,0.8,2.9,27.3,0.49,0.397
133,Jr,Kris Dunn,Providence,BE,76.9,3.8,9.6,103.6,29.3,49.9,54.1,3.5,14.8,41.8,20.9,1.9,4.3,46.2,0.477,0.372
134,So,Wade Baldwin IV,Vanderbilt,SEC,75.3,3.8,6.5,109.5,26.4,49.2,57.1,1.5,11.6,33.7,19.7,1,2.3,61.4,0.437,0.406
135,Sr,Roosevelt Jones,Butler,BE,83.7,3.8,6,108.8,24.6,46.9,51.6,7,16,25.6,16.2,1.3,2.6,51.3,0.466,1
136,Fr,Derrick Griffin,Texas Southern,SWAC,69.5,3.7,4.1,126.9,17.5,66.2,63.6,16.4,20.5,3.6,10.5,6.5,1.2,64.4,0.671,0
137,Sr,Torrance Rowe,Tennessee Tech,OVC,91.6,3.7,1.1,110.4,26.2,50.4,56.2,1.7,6.7,26.7,16.1,0.2,0.9,35.4,0.492,0.342
138,So,Bonzie Colson,Notre Dame,ACC,63,3.7,5.4,122,22.1,53.9,58.7,11.9,18.7,7.4,11,4,2.1,44,0.541,0.333
139,Sr,Shavon Shields,Nebraska,B10,67.2,3.7,5.7,108.4,28.8,50.6,55.3,4.9,14.9,19.4,16.1,1.2,2.5,38.2,0.497,0.364
140,Sr,Bryce Pressley,Portland,WCC,78.5,3.7,4.8,122.1,19.6,55.8,58.2,4.4,11.3,15.2,9.8,1.7,2.3,26.5,0.574,0.359
141,Fr,Malik Beasley,Florida St.,ACC,74.3,3.7,5.3,114.9,23,54.1,58.3,5,15.1,9.8,14,0.6,1.8,32.6,0.518,0.387
142,Sr,Angel Rodriguez,Miami FL,ACC,75.1,3.7,6.1,110.9,24.7,52.8,57.4,2.8,7.1,29.4,20.6,0.6,3.3,36.8,0.543,0.341
143,Jr,Omar Prewitt,William & Mary,CAA,80.3,3.7,3.3,110.7,26.8,53.6,57.6,3.2,14.3,15.9,12.9,1.8,1.4,49.9,0.538,0.355
144,So,Justin Jackson,North Carolina,ACC,70.9,3.7,6.5,119,20.4,50.8,52.8,7.2,7.9,16.3,10.6,1.6,1.3,23.1,0.537,0.292
145,Sr,Marshall Plumlee,Duke,ACC,75.8,3.7,6.1,128.8,13.8,68.8,66.2,12.2,18.7,5.9,14.9,4.9,1.5,99.4,0.688,0
146,Fr,Tyler Hall,Montana St.,BSky,79.8,3.7,4.8,117.9,24.6,56.5,59.6,2.8,16.2,11.1,13.2,0.9,1.7,20.1,0.481,0.431
147,So,Jordan Howard,Central Arkansas,Slnd,87.1,3.7,1.4,116.7,24.2,54.1,59.3,2,8.6,16.8,13.9,0.2,1,33.3,0.423,0.428
148,So,Jaaron Simmons,Ohio,MAC,90.9,3.7,0.3,108.4,26.5,51.2,57.8,0.8,10,40.3,23.2,0,1.3,56.2,0.483,0.416
149,Jr,Isaac Hamilton,UCLA,P12,87.2,3.7,4.5,110.1,22.4,54.1,56.6,3,9.5,17.9,16.7,0.2,1.6,18.8,0.527,0.377
150,Fr,Ivan Rabb,California,P12,70.9,3.7,7.4,120.5,20.4,61.6,63.5,11.2,21.4,6.6,15.2,4.1,1.1,58.8,0.615,0.5
151,Sr,Kyle Collinsworth,BYU,WCC,84.7,3.7,7.4,107.5,28,47.1,51.3,7.1,18.1,39.1,19.6,1.6,3.2,50.7,0.481,0.243
152,Sr,Egidijus Mockevicius,Evansville,MVC,79.5,3.7,7.2,117.7,21.2,62.8,65.1,10.4,39.2,1.8,13.4,8.9,1.4,70.9,0.628,0
153,Jr,Jeremy Morgan,Northern Iowa,MVC,80.1,3.7,8.6,118.3,18.9,57.4,62.2,4.5,14.8,14.8,13.7,3.4,3.8,46.3,0.54,0.408
154,Jr,Peter Jok,Iowa,B10,66.7,3.7,6.8,113.9,25.4,53.1,57.3,3.4,10,10.6,11.8,0.1,2.6,27.2,0.46,0.402
155,So,Thomas Wilder,Western Michigan,MAC,78.9,3.7,5.2,109.7,28.6,46.6,54.5,2.4,13.1,22.3,13.2,0.5,3.1,58.4,0.428,0.376
156,Fr,Tookie Brown,Georgia Southern,SB,78.4,3.7,4.3,111.2,28.1,49.2,55.8,1.8,9.6,24.4,14.3,0.5,2.9,45.6,0.465,0.365
157,Sr,Justin Sears,Yale,Ivy,74.6,3.7,7.1,113.9,26.9,53.4,56.8,13.9,14,19.6,17.4,6.1,1.4,52.6,0.537,0.313
158,Sr,Kevin Larsen,George Washington,A10,84.1,3.7,5.2,115.8,19.8,52.4,56.9,9.8,17.7,15.2,16.3,2.2,1.7,49.8,0.502,0.472
159,Sr,Melvin Johnson,VCU,A10,78.2,3.7,7.2,112.6,24.6,52.1,54.4,2.1,7.6,13.8,11,0.2,2.3,16,0.462,0.381
160,Sr,Majok Deng,Louisiana Monroe,SB,81.7,3.6,4.5,112.6,23.7,54,58.8,4.9,16.3,10.4,15.4,4.7,1.2,38.5,0.527,0.373
161,Fr,Marcus Evans,Rice,CUSA,83.1,3.6,2,107.6,30.7,51.8,57.8,2.7,11.3,19.5,16.6,0.4,3.4,46.1,0.55,0.306
162,Jr,Nigel Hayes,Wisconsin,B10,89.9,3.6,4.8,103.6,26.9,41.2,49.1,6.4,13.1,18.2,14.5,1.2,1.9,58.9,0.4,0.293
