RK,YEAR,NAME,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,3P
33,Sr,Joel Soriano,St. John's,BE,70.5,4.8,8.2,128.5,21.6,58.9,62,14.2,23.2,9.3,11.4,6.6,0.4,55.3,0.585,0.438
34,Sr,L.J. Cryer,Houston,B12,78.8,4.7,8.5,122,21.9,52.5,55.1,2.3,6.2,12.2,7.7,0.5,2.1,14.8,0.439,0.388
35,Jr,Hunter Sallis,Wake Forest,ACC,85.5,4.7,6.2,115.7,23.9,56.8,59.6,2.3,11.3,14.1,12.9,1.7,1.8,25,0.542,0.405
36,Sr,Dalton Knecht,Tennessee,SEC,75.6,4.7,9.5,115,29.3,54.1,58.1,2.9,14.4,12.9,11,2.5,1.2,37,0.51,0.391
37,Jr,Jonathan Mogbo,San Francisco,WCC,72.9,4.7,10.5,128,24.5,62.5,63.9,14.3,29.6,24.3,14.7,3.4,3.2,32.2,0.629,0
38,Sr,Marcus Domask,Illinois,B10,85.6,4.7,4.4,116.1,23.5,50,55.5,3.8,11.8,20.5,16,0.9,0.6,31.8,0.522,0.298
39,So,Xaivian Lee,Princeton,Ivy,81.9,4.6,6.7,116.4,28.9,52,56.5,2.6,20.4,24.7,9.8,1.7,2,33.6,0.529,0.338
40,Fr,PJ Haggerty,Tulsa,Amer,83.8,4.6,6.4,114.3,30.3,51.4,59.3,3.6,14.1,26.3,13.9,0.1,3.2,75.6,0.534,0.284
41,So,Kyle Filipowski,Duke,ACC,75.8,4.6,10.5,115.9,27.7,56,58.2,8.6,22.6,18.6,14.7,5.6,2.4,38.9,0.574,0.346
42,Sr,Enrique Freeman,Akron,MAC,81.8,4.6,7.9,118.4,28.1,61.1,64.5,11.8,32.8,10.9,17.3,5.9,1.4,59.4,0.621,0.365
43,Sr,Jeremy Roach,Duke,ACC,78.5,4.6,6.1,124.3,19.9,55.6,60.5,2.1,6.9,17.3,12,0.4,2,34.5,0.498,0.438
44,Jr,Kam Jones,Marquette,BE,69.9,4.6,8.5,119.3,25.3,60.5,61.6,1.8,9.9,16.8,10.6,0.1,2.3,16.6,0.59,0.414
45,Sr,Anton Watson,Gonzaga,WCC,79.5,4.5,9.5,126.3,20.8,60.5,61.9,9,16.4,13.8,12.1,2.1,2.8,35.4,0.605,0.404
46,Jr,Payton Sandfort,Iowa,B10,75.9,4.5,7.3,121.6,22.6,56.2,60.8,4.5,19.2,15.4,10.6,1.4,1.3,27.7,0.551,0.379
47,Jr,Wade Taylor IV,Texas A&M,SEC,81.7,4.5,6.6,109.8,29.8,45,50.9,1.4,10.4,26.7,16.9,0.1,3.3,32.5,0.41,0.325
48,Sr,Emanuel Miller,TCU,B12,80.4,4.5,6.4,121.1,21.8,52.6,57.9,7.6,14.3,14.7,11.9,1.4,1.9,40.4,0.513,0.383
49,Sr,Quinten Post,Boston College,ACC,77.1,4.5,8.8,114.7,27,57,60.5,7.5,21.8,18.7,16.9,6,1.6,28.4,0.543,0.431
50,Sr,Mikeal Brown-Jones,UNC Greensboro,SC,64.2,4.5,5.1,121.6,29.5,57.7,63.2,8.6,22,8.7,12.2,3.6,1.3,61.2,0.557,0.441
51,Sr,Eric Dixon,Villanova,BE,74.7,4.5,8.2,114.4,28.4,53.1,58.5,8.2,17.1,13.4,12.7,2,1.7,34.9,0.539,0.346
52,Jr,Tucker DeVries,Drake,MVC,84.2,4.5,7.4,109.9,30.6,51.8,56.7,2.2,20.5,21.1,13.1,1.1,2.4,34.2,0.5,0.362
53,Sr,Vonterius Woolbright,Western Carolina,SC,88.8,4.5,6.5,107.4,35.4,46.5,52,6.7,29.6,32.2,15.3,0.1,1,50.3,0.473,0.243
54,Sr,Armando Bacot,North Carolina,ACC,75.3,4.5,7.9,122,22.1,55.1,60.6,11.1,25.2,9.8,13.3,4.9,1,53.7,0.55,0.4
55,Sr,Andrew Carr,Wake Forest,ACC,80.7,4.5,5.8,124.1,19.2,58.3,62.5,7.1,17.9,8.3,11.5,4.9,0.8,43.9,0.595,0.371
56,So,Alex Karaban,Connecticut,BE,76.5,4.5,8,129.5,17.5,60.7,62.9,5.4,12.4,8,10,2.7,1.7,15.8,0.64,0.387
57,Sr,Shahada Wells,McNeese St.,Slnd,83.8,4.4,10.4,117.9,28.6,51.2,56.2,3.3,13.1,30,12.8,1.3,5.6,37.4,0.483,0.39
58,Jr,Chaz Lanier,North Florida,ASun,84.6,4.4,4.6,124.4,24.3,62.8,66.2,1.8,14.4,11.6,12.1,0.8,1.5,27.2,0.598,0.434
59,Sr,Trey Calvin,Wright St.,Horz,85.3,4.4,1.9,120.3,24.6,55.3,60.4,1.1,6.6,19.6,13,0.4,2.3,31.7,0.524,0.404
60,Sr,Jamal Shead,Houston,B12,78.1,4.4,11.6,113.7,26.4,46.1,49.9,3.3,10.5,40,15.4,2,4.3,24.3,0.46,0.309
61,Sr,PJ Hall,Clemson,ACC,71.9,4.4,8,113.8,29.9,54.4,58.4,6.7,18.2,11.1,11.8,5.9,1.6,33.9,0.577,0.321
62,Jr,Duke Miles,High Point,BSth,70.3,4.4,5.1,125,24.8,58.9,62.6,0.5,8.6,24.5,14.8,0.6,2.5,35.4,0.602,0.374
63,Sr,Joseph Girard III,Clemson,ACC,81.5,4.4,5.9,120.7,21.2,56.7,62.6,0.9,10.1,16.1,14,0.4,1.2,33.4,0.458,0.414
64,Sr,Oso Ighodaro,Marquette,BE,78.5,4.4,7,117.7,22.1,58.1,59.5,9.4,15.1,16,14.5,4.8,1.9,42.2,0.584,0
65,Jr,Ajay Mitchell,UC Santa Barbara,BW,74.9,4.4,4.8,113.4,31.1,53.1,60,0.9,13,28.7,15.6,1.3,2.1,48,0.522,0.375
66,So,Jordan Pope,Oregon St.,P12,87.8,4.4,2.8,110.2,26.3,52.2,56.4,2.3,6.6,23.5,14.7,0.3,1.1,24.7,0.502,0.368
67,Jr,Jayson Kent,Indiana St.,MVC,72.8,4.4,4.8,134.9,17.1,68.4,71.6,9.2,22.4,3.3,11.2,1.5,1.4,44.7,0.741,0.356
68,Jr,Norchad Omier,Miami FL,ACC,73.8,4.4,5.6,116,26.4,58.5,61.8,12.7,23.3,8.1,16.5,3,2.8,40.1,0.598,0.353
69,Sr,Blake Hinson,Pittsburgh,ACC,84,4.4,4.9,117.2,23.3,57.8,59.5,3,12.3,4.9,9.7,0.5,1,32.7,0.5,0.421
70,Jr,Trey Alexander,Creighton,BE,90.7,4.4,4.7,109,26.4,51,54,1.7,14.5,23.8,14.7,1,1.7,20.3,0.514,0.335
71,Sr,Max Shulga,VCU,A10,79.9,4.4,6.3,121.8,21.2,58.3,64.8,1.4,14.6,23.7,17.6,1,1.7,49.7,0.504,0.419
72,Sr,Sean East II,Missouri,SEC,80.2,4.4,3.1,113.2,26.3,57.1,62.2,2.6,9.4,26.1,19.7,0.6,1.9,38.7,0.541,0.45
73,So,Braden Smith,Purdue,B10,82.8,4.4,8.2,117.2,21.8,52.3,55.3,2.5,16.1,37.9,21.1,0.4,2.7,21.2,0.456,0.44
74,Jr,Jaylon Tyson,California,P12,81.3,4.3,6.1,107.4,30,51.8,55.7,5.2,16.9,23.5,17.3,1.5,2,29.8,0.509,0.36
75,Sr,Tyson Walker,Michigan St.,B10,79.8,4.3,8.3,110.5,27.2,51,53.6,2,8.1,18.5,9.1,0.4,3.4,21.6,0.485,0.376
76,Sr,Matt Allocco,Princeton,Ivy,89.1,4.3,2.3,126.4,18.3,60,64.6,1.5,8.7,18.6,13.2,0.4,1.3,31.4,0.569,0.426
77,Sr,Hunter Dickinson,Kansas,B12,77.8,4.3,7.8,111.3,26.3,56.2,57.2,10.1,27.5,15.5,12.1,5.1,1.6,24.9,0.568,0.349
78,Sr,Max Abmas,Texas,B12,87.3,4.3,4.4,112,24.2,52.6,56.6,1.2,8.9,22.6,15.6,0.3,1.6,21.9,0.505,0.362
79,Jr,Noah Reynolds,Green Bay,Horz,70.5,4.3,4,112.7,31.6,55.5,59.2,2.2,11.4,33.6,16.5,1.7,1.3,32,0.561,0.359
80,Sr,Jarod Lucas,Nevada,MWC,82.1,4.3,4.7,118.5,23.5,51.2,58.5,1.8,8.2,9.1,7.4,0,1.4,42.4,0.441,0.395
81,Jr,Jacob Crews,Tennessee Martin,OVC,85.4,4.3,3.6,123.7,22.7,58.8,62.4,6.2,17.8,6.1,9.7,1.2,1.1,33.2,0.554,0.415
82,So,Donovan Clingan,Connecticut,BE,47.5,4.3,14,131.2,24.8,65.2,64.4,14.4,24.2,14.1,9.2,11.6,1.3,51.4,0.656,0.333
83,Jr,Great Osobor,Utah St.,MWC,84.2,4.3,6.8,111.9,27.1,58,60.3,9.6,20.9,16.1,17.3,4.6,2.2,77.3,0.591,0.167
84,Sr,Isaac Jones,Washington St.,P12,78.9,4.3,6.7,117.7,23.6,57.7,61.4,8.5,19,9.8,15.3,3.3,1,55.8,0.596,0.071
85,Sr,J'Vonne Hadley,Colorado,P12,82.6,4.3,5.8,127,15.6,57.6,63.8,5.4,15.2,12.1,13.8,0.8,2,52.3,0.565,0.417
86,Sr,Tyrece Radford,Texas A&M,SEC,70.2,4.3,5.3,113.4,25.5,44.9,48.6,7.8,13.6,17.7,9.8,0.5,0.9,32.1,0.461,0.28
87,Sr,Tristan da Silva,Colorado,P12,77.3,4.3,6.3,118,21.2,57.3,60.6,3.6,13.7,13.4,14.5,1.7,2,25.8,0.559,0.395
88,So,Kel'el Ware,Indiana,B10,73,4.2,8.1,117.2,22.1,61.4,62.3,8,26.1,9.9,12.7,6.5,1.1,41.9,0.611,0.425
89,Sr,Kevin McCullar Jr.,Kansas,B12,64.5,4.2,6.2,107.5,27.1,50.6,56.4,2.8,15.7,21.8,15.1,1.1,2.4,42.3,0.504,0.339
90,Sr,Caleb Love,Arizona,P12,79,4.2,7.5,114.1,25,50.8,55.1,2.4,13.7,18.5,13.7,1,1.9,27.5,0.5,0.343
91,Sr,Issac McBride,Oral Roberts,Sum,97.6,4.2,0.9,113.9,25.8,52.2,57.6,1.2,9.1,17.6,10.7,0.2,1.3,31.6,0.478,0.401
92,Jr,Johni Broome,Auburn,SEC,61.9,4.2,13.3,118.5,29.7,58.3,59.5,11.6,25.8,18.9,12.2,9.3,2,45.7,0.596,0.354
93,Sr,Dae Dae Grant,Duquesne,A10,76.1,4.2,4.6,116.8,24,48.6,56,2.9,9.1,15.3,9.8,0.5,1.8,36.3,0.461,0.336
94,So,Honor Huff,Chattanooga,SC,86.9,4.2,4.2,122,22.2,56.5,60.3,0.7,7.8,15,9.7,0.2,2.7,29.1,0.544,0.383
95,Sr,Tristan Enaruna,Cleveland St.,Horz,80.9,4.2,6,116,28.5,52.3,56.3,7.7,14.3,17.5,11.7,3,2.1,43.1,0.53,0.326
96,Fr,Ja'Kobe Walter,Baylor,B12,79.6,4.2,4.4,115.5,22.1,47.6,54.4,5.5,12.3,8.2,11.2,0.8,2,48.9,0.419,0.346
97,Jr,Erik Reynolds II,Saint Joseph's,A10,85.9,4.2,4.4,118.4,22.5,54.2,58.5,1.2,7.7,15.4,10.8,0.6,2,27,0.494,0.38
98,Jr,Johnell Davis,Florida Atlantic,Amer,78.9,4.2,5.9,114,27.2,54.9,59.9,5.1,16.6,17.6,18.7,0.7,2.6,34.8,0.515,0.414
99,Jr,Vladislav Goldin,Florida Atlantic,Amer,61.2,4.2,7.6,125.8,25.6,67.3,68.1,11.6,19.5,6.2,14.5,6.8,1.2,62,0.673,0
100,Sr,Jalen Leach,Fairfield,MAAC,73.9,4.1,4.1,121.3,23.2,55.3,60.8,3.9,10.9,18,12.6,0.3,3.3,34,0.559,0.362
101,Sr,Daniss Jenkins,St. John's,BE,76.7,4.1,8.1,114,25.6,51.2,53.8,3.2,9.6,32.3,17.8,1.9,3,15.7,0.5,0.354
102,Jr,Darlinstone Dubar,Hofstra,CAA,87.3,4.1,5.8,121,22.5,62.3,63.9,5.5,17.2,8.5,11,3.3,2,23.1,0.641,0.4
103,Fr,Josh Hubbard,Mississippi St.,SEC,68.7,4.1,6.7,116.3,26.9,49.8,54.8,1.1,7.8,13.5,9.4,0.5,1.4,29.9,0.437,0.355
104,Jr,Dawson Garcia,Minnesota,B10,72.5,4.1,4.3,112.4,26,52.2,58.1,6.4,18,10.8,13.9,3.2,1.4,45.8,0.536,0.319
105,Jr,Graham Ike,Gonzaga,WCC,60.5,4.1,6.1,122.8,28.1,60.6,64,11.5,21.5,7,13.6,2.8,1.4,37.3,0.616,0.231
106,Jr,Bryce Harris,Howard,MEAC,79.5,4.1,4.2,123.1,23.4,58,62,11.1,17.3,12.5,13,3.5,2,53.2,0.59,0.358
107,Sr,Jamison Battle,Ohio St.,B10,74.9,4.1,5.5,120.1,21.2,58,62.3,4.5,13.8,8.2,14.3,0.9,0.7,25.8,0.497,0.433
108,Fr,Reed Sheppard,Kentucky,SEC,71.5,4.1,10.9,127.6,18.7,67.9,69.9,1.5,13.3,24,20,2.5,4.6,24.7,0.555,0.521
109,Fr,Jared McCain,Duke,ACC,77.7,4.1,7.2,122.5,19.3,57.9,61,2.8,15.5,10.4,11.6,0.2,2.1,21.5,0.525,0.415
110,Sr,RayJ Dennis,Baylor,B12,84.7,4.1,4,109,25,52.8,55.6,1.8,12.4,37.4,24.5,0.2,2.2,28.7,0.541,0.333
111,Sr,Coleman Hawkins,Illinois,B10,71.5,4.1,8.9,121.3,18.6,55.1,58.9,5.1,15.8,14.6,15.9,3.1,2.7,30.6,0.536,0.378
112,Sr,Xander Rice,Monmouth,CAA,88.1,4.1,3,110.9,29.3,47,53.8,1.9,7.6,21.4,12.3,0.2,2.1,40.6,0.417,0.349
113,So,Ryan Conwell,Indiana St.,MVC,81.8,4.1,5.6,121.2,20.7,61.4,65.3,3,15.3,12.4,14.4,0.8,1.9,31.6,0.606,0.412
114,Sr,Josh Oduro,Providence,BE,72.6,4.1,6.4,114.2,26.3,54.8,59.7,8.9,18.9,15.3,15.4,4.3,1.7,38.9,0.567,0.291
115,Sr,Josh Cohen,Massachusetts,A10,72,4.1,5.8,121.3,24.6,56.2,60.4,9.7,16.7,11.7,12.2,2.1,1.8,69.7,0.567,0.344
116,So,Dominique Daniels Jr.,Cal Baptist,WAC,53.4,4.1,3.4,112.1,27.6,48.5,53.8,1.8,3.3,21.7,11.3,0,1.1,30.3,0.442,0.354
117,Sr,Dre Davis,Seton Hall,BE,80.6,4.1,6.2,117.7,21.3,53.6,57.9,6.4,14.5,9.4,13.4,4.6,1.8,30.6,0.538,0.352
118,Jr,Steven Crowl,Wisconsin,B10,71.8,4.1,6.2,120.9,20.2,60.2,62.6,9.9,21.5,14.4,17,1.8,0.6,31.9,0.584,0.448
119,Jr,JP Pegues,Furman,SC,81.5,4.1,4,116.5,25.7,51.3,57.3,2,12.6,26.1,13.5,0.6,1.7,36.9,0.483,0.358
120,Sr,Nae'Qwan Tomlin,Memphis,Amer,43.4,4.1,5.6,132.7,19.4,65.7,67.8,9.6,14.7,5.1,11.2,4.8,1.6,33,0.681,0.396
121,Sr,Hunter Cattoor,Virginia Tech,ACC,80.6,4.1,5,122.3,17.6,58.6,64,0.8,9.2,11,11.6,0.5,1.7,37.8,0.542,0.405
122,Jr,Jaylen Wells,Washington St.,P12,70.5,4,6.4,125.4,18.9,54.5,58.4,5,13.1,7.9,7.4,0.5,1.1,29.8,0.457,0.417
123,Sr,Kevin Cross,Tulane,Amer,86.3,4,3.9,112.2,25.2,54.6,60.9,3.2,18.4,24.7,18.1,2.9,1.9,53.2,0.533,0.412
124,Jr,Walter Clayton Jr.,Florida,SEC,76.2,4,6,115.9,23.9,52.9,58.3,1.6,10.4,15,16.3,1.8,1.9,33.2,0.512,0.362
125,Sr,Lynn Kidd,Virginia Tech,ACC,56.3,4,8.3,127.4,23.2,66.8,70,8.6,25.8,11.2,14.3,1.9,1.3,35.8,0.668,0
126,Jr,Ian Schieffelin,Clemson,ACC,67.1,4,8.1,129,18.7,62.2,64.7,12.7,27,15.1,14.8,2.1,1.2,38.1,0.591,0.5
127,So,Ja'Kobi Gillespie,Belmont,MVC,59.6,4,7.1,118,24.9,63.4,66,1.6,11.6,27.7,17.8,1.1,3.5,25.1,0.663,0.39
128,Sr,Tylor Perry,Kansas St.,B12,88.8,4,4.3,111.3,22.3,48.3,57,1.9,7.2,24.1,19.6,0.3,1.8,47.3,0.426,0.335
129,Sr,DJ Horne,North Carolina St.,ACC,77.9,4,5.6,114.5,23.5,53.7,56.5,1.7,10.3,13,9.9,0.5,2.4,20.5,0.469,0.408
130,Sr,Caleb Fields,Fairfield,MAAC,84,4,3.7,119.9,21.9,56.1,58.1,3.4,10.1,14.5,9.1,0.2,2.4,23.7,0.515,0.392
131,Jr,David Coit,Northern Illinois,MAC,87.4,4,1.4,108.8,28.4,49.8,54.5,1,8.7,20.4,13.6,0.6,1.4,25.6,0.483,0.339
132,So,Jason Edwards,North Texas,Amer,81.9,4,3.5,108.2,30.4,50.9,55.7,0.6,8.5,10.1,15.3,0.5,1.6,34,0.494,0.351
133,Sr,Shykeim Phillips,UNC Wilmington,CAA,66.9,4,7.5,123.5,26.3,53.8,57.8,3,12.4,29.4,9.1,0.6,3.8,31.8,0.542,0.342
134,Sr,Tyon Grant-Foster,Grand Canyon,WAC,83.2,4,7.4,110.2,28.8,49.9,56.2,4.7,15.2,10.5,14.9,4.8,2.9,59.4,0.5,0.331
135,Sr,Malevy Leons,Bradley,MVC,85.3,4,5.9,119.3,19.9,55.7,61.2,8.8,15.3,7,14.6,5,2.7,50.2,0.58,0.347
136,Sr,Ta'Lon Cooper,South Carolina,SEC,83.6,4,6,127,15.4,59.5,60.9,3.6,11.3,23.9,14.4,0.8,1.2,20.9,0.5,0.463
137,So,Judah Mintz,Syracuse,ACC,85.5,4,3.4,103.9,30.6,46.5,54.1,1.6,9.1,25.7,15.9,0.4,3.5,61.8,0.477,0.277
138,Sr,Joel Scott,Colorado St.,MWC,71.4,4,6.1,122.2,21.4,58.2,61.3,8.7,17.7,9.2,8.3,3.1,1.6,60.7,0.622,0.255
139,Sr,Branden Carlson,Utah,P12,70.6,4,7.9,114.6,24.9,56.8,59,5.6,18.3,10.8,11.2,5.3,0.7,26.6,0.576,0.369
140,Sr,Jermaine Couisnard,Oregon,P12,79.9,4,5.4,108.7,27.5,47.3,51.7,4,12.8,20.5,11,0.7,2.8,33.5,0.439,0.346
141,So,Kimani Hamilton,High Point,BSth,78.2,4,5,121.9,23.9,50.1,56.3,11.2,16.1,14.7,12.6,2.4,2.3,47,0.526,0.294
142,Sr,Darius Brown II,Utah St.,MWC,90.7,4,5.3,117.9,19.1,54,57.4,1.8,12.1,30.2,16.1,0.6,2,21.9,0.497,0.391
143,Fr,JT Toppin,New Mexico,MWC,67.1,4,8.5,128.9,19.1,63.9,63.3,14.5,22.1,4.2,9.8,7.7,2.2,27.5,0.653,0.344
144,Sr,Matt Cross,Massachusetts,A10,67.8,3.9,8.2,119.7,23.9,58.9,63.5,8.8,21.6,19.6,19.4,1.2,2.8,46.9,0.628,0.329
145,Jr,Koby Brea,Dayton,A10,72.5,3.9,7.1,133.8,14.2,71.5,72.2,1.5,13.2,8.2,10.9,1.2,1.2,6.5,0.578,0.498
146,Sr,Kobe Sanders,Cal Poly,BW,75.3,3.9,2.9,109.6,30.9,51.1,59,3,10.2,26.2,16.8,1,1.5,51.3,0.515,0.333
147,Sr,Elijah Pepper,UC Davis,BW,83.4,3.9,6.1,112.3,29,50.8,56.6,2.4,14.4,15.5,11.9,0.8,2.8,30.8,0.468,0.363
148,Sr,Charles Pride,St. Bonaventure,A10,67.8,3.9,5.7,125.8,18.2,52.4,57.1,9.6,14.1,10.4,7.8,0.4,2.3,32.7,0.469,0.4
149,Jr,Yaxel Lendeborg,UAB,Amer,75.1,3.9,6.2,119.3,23,52.8,59.9,11.9,27.5,13.6,16.4,7.3,1.4,63,0.532,0.333
150,Sr,Tyren Moore,Georgia Southern,SB,67.1,3.9,4.5,118,28,56,60.1,1.4,10,25.7,14.4,0.4,2.3,27.8,0.518,0.408
151,So,Rytis Petraitis,Air Force,MWC,63,3.9,3.8,108.2,29.2,52.7,56.3,7.6,18,26.9,16.5,3.4,3,58,0.528,0.349
152,So,Maliq Brown,Syracuse,ACC,75.2,3.9,6.8,131.3,14,71.7,72.2,8.8,18.7,11,17.1,3.2,4.1,33.7,0.737,0.368
153,Sr,Pelle Larsson,Arizona,P12,73.2,3.9,6.7,122,19.2,60.2,63,4.1,10.7,20.2,17.9,0.8,1.7,36.7,0.571,0.441
154,Sr,Jaylin Williams,Auburn,SEC,58.6,3.9,9.9,129.9,20.1,63.8,67.4,5.1,14.7,14.8,13.3,2.9,1.7,38.1,0.659,0.395
155,So,Darrion Williams,Texas Tech,B12,78.8,3.8,6.8,121.1,17.6,57.7,62,7.1,19.1,14.5,17,1.1,2.1,30.2,0.515,0.458
156,Sr,Matthew Murrell,Mississippi,SEC,82.4,3.8,4.7,114.4,22.2,56.5,59.2,2,10.3,14.6,13.4,0.8,2.8,29.7,0.532,0.398
157,Sr,Dylan Disu,Texas,B12,47.1,3.8,9.6,111.2,28.1,53.3,57.2,4.5,17.8,13,13,4.7,2.9,28.4,0.471,0.451
158,Sr,Tommy Bruner,Denver,Sum,84.2,3.8,0,105.3,35.5,50.3,55.8,1.1,8.6,26.2,17.3,0.4,2.1,40.8,0.481,0.356
159,So,Dug McDaniel,Michigan,B10,71,3.8,2.6,107.2,25.6,48.6,51.9,2.4,9.6,27.6,15.6,0.1,1.8,22.8,0.44,0.368
160,Sr,Reece Beekman,Virginia,ACC,80.9,3.8,9.8,107.6,28.8,48.2,52.2,1.3,12.3,44.7,14.3,1.9,4.1,31,0.487,0.31
161,Sr,Tyler Stephenson-Moore,Stony Brook,CAA,81.2,3.8,4,119.4,21.2,55.3,59.8,3.8,8,6.6,9.2,2.2,1.9,31.5,0.454,0.434
162,Jr,Sebastian Thomas,Albany,AE,88.9,3.8,2.3,109.2,28.3,48.2,53.2,3.3,10,26.9,15,0.7,2.9,36.6,0.497,0.301
