RK,YEAR,NAME,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,FTR,2P,3P
43,Sr,Alex Ruoff,West Virginia,BE,83.7,5.0,8.9,118.5,20.7,54.4,58.4,2.7,9.0,19.4,17.1,1.0,2.8,32.3,0.52,0.373
44,Jr,Nic Wise,Arizona,P12,90.6,4.9,4.4,113.3,23.3,53.6,59.1,1.3,6.8,25.2,20.9,0.3,2.5,38.5,0.476,0.415
48,Jr,Trevor Booker,Clemson,ACC,76.4,4.9,10.7,122.3,22.3,58.5,61.3,12.1,23.1,10.6,15.3,6.3,2.7,44.4,0.583,0.409
50,So,Manny Harris,Michigan,B10,81.2,4.8,8.5,106.2,31.5,46.4,54.5,6.6,19.2,32.6,19.5,1.8,2.4,46.3,0.457,0.318
51,Jr,Sherron Collins,Kansas,B12,87.5,4.8,6.4,109.2,27.8,50.8,55.1,1.9,7.0,29.0,19.3,0.0,1.8,31.9,0.472,0.376
52,Sr,Sam Young,Pittsburgh,BE,77.4,4.8,8.1,113.3,26.3,55.2,58.1,6.9,15.4,6.6,16.8,2.7,1.9,31.2,0.551,0.37
53,Jr,Wayne Ellington,North Carolina,ACC,76.4,4.8,8.8,123.7,20.4,57.5,60.1,5.4,10.9,14.8,13.9,0.5,1.5,25.7,0.534,0.415
56,So,Cole Aldrich,Kansas,B12,73.8,4.8,11.2,124.3,21.4,59.8,64.0,12.5,28.4,7.2,14.5,9.6,1.2,46.2,0.598,0.0
57,So,Matt Howard,Butler,Horz,70.0,4.8,8.2,120.7,26.6,55.3,62.8,11.6,18.0,9.5,14.3,6.3,1.8,85.2,0.561,0.222
58,Jr,Tyler Smith,Tennessee,SEC,81.1,4.8,5.7,113.5,25.8,47.1,53.5,6.7,12.9,19.7,13.6,0.7,1.3,49.8,0.48,0.292
59,Sr,Jerel McNeal,Marquette,BE,87.3,4.8,8.9,109.4,27.8,52.2,55.8,2.6,12.7,24.4,17.3,1.9,3.3,34.3,0.472,0.398
62,Sr,Orlando Mendez-Valdez,Western Kentucky,SB,83.9,4.7,7.3,124.0,21.0,59.4,61.6,4.6,9.8,25.0,18.0,0.7,2.1,22.3,0.5,0.427
63,Sr,Levance Fields,Pittsburgh,BE,78.9,4.7,6.8,119.5,20.5,48.0,52.0,2.2,6.2,37.8,17.8,0.2,1.5,35.0,0.448,0.348
64,Sr,Luke Nevill,Utah,MWC,79.0,4.7,8.4,117.0,24.8,61.0,66.3,8.1,24.7,9.2,18.7,8.5,0.9,63.2,0.61,0.0
65,Sr,DeMarre Carroll,Missouri,B12,70.0,4.6,10.0,118.8,25.1,57.6,59.1,9.3,18.6,15.2,11.5,2.4,3.1,43.3,0.579,0.364
66,Sr,Josh Carter,Texas A&M,B12,75.7,4.6,8.8,124.8,19.6,54.9,60.0,4.1,12.4,12.0,11.3,0.7,1.7,37.7,0.47,0.403
67,So,Kyle Singler,Duke,ACC,80.4,4.6,9.2,111.8,26.0,51.4,54.9,10.6,16.7,15.5,17.0,3.1,2.8,36.9,0.476,0.383
68,Sr,Tyrese Rice,Boston College,ACC,80.3,4.6,4.8,109.9,27.9,49.1,57.1,2.9,10.0,32.1,24.0,0.6,2.5,51.3,0.468,0.347
73,Fr,Gordon Hayward,Butler,Horz,82.9,4.5,10.8,122.5,19.2,60.0,64.7,5.8,17.8,14.1,17.0,3.5,2.8,47.8,0.519,0.437
75,Jr,Taj Gibson,USC,P12,83.6,4.5,9.6,117.1,21.5,60.1,62.1,13.4,19.0,8.2,17.4,9.5,1.8,57.6,0.601,0.0
77,Jr,Jared Quayle,Utah St.,WAC,75.6,4.5,9.2,121.7,24.2,56.0,59.5,8.3,17.2,25.5,16.2,0.5,3.0,36.7,0.541,0.388
78,Sr,Kevin Tiggs,East Tennessee St.,ASun,84.6,4.5,6.6,114.3,27.8,56.5,61.5,6.2,9.0,12.5,17.2,0.8,3.4,53.6,0.575,0.356
80,Sr,Brett Winkelman,North Dakota St.,Sum,82.3,4.4,5.6,117.6,25.8,53.8,58.6,8.1,20.2,10.5,12.9,1.0,2.6,36.8,0.524,0.388
82,So,Jeff Teague,Wake Forest,ACC,79.9,4.4,8.5,113.1,26.2,54.6,61.5,1.7,8.6,20.2,21.0,2.0,3.1,59.0,0.502,0.441
83,So,Kalin Lucas,Michigan St.,B10,79.8,4.4,7.3,111.4,24.9,44.2,51.8,2.5,5.2,29.6,16.4,0.6,1.9,48.6,0.396,0.39
84,Sr,A.J. Abrams,Texas,B12,93.5,4.4,6.0,116.0,19.0,50.7,54.3,1.2,5.3,6.9,11.2,0.3,2.1,21.7,0.402,0.396
86,Jr,Greivis Vasquez,Maryland,ACC,85.5,4.4,7.1,106.1,27.9,46.7,51.2,3.3,13.8,30.8,16.9,1.1,2.4,23.8,0.452,0.327
87,Jr,Lazar Hayward,Marquette,BE,78.9,4.3,5.2,114.8,23.7,53.0,57.2,10.3,21.7,7.5,14.2,0.9,1.8,30.6,0.526,0.358
88,Jr,Derrick Brown,Xavier,A10,71.7,4.3,8.7,118.5,23.1,54.8,58.7,10.2,13.9,14.8,15.5,2.9,1.4,40.0,0.523,0.414
89,So,Jimmer Fredette,BYU,MWC,83.0,4.3,6.6,112.5,25.0,55.3,60.2,2.0,8.1,23.8,18.4,0.3,2.7,36.1,0.536,0.388
94,Jr,Matt Bouldin,Gonzaga,WCC,78.9,4.3,8.0,120.1,20.7,57.4,61.1,2.7,11.0,19.6,15.2,0.4,2.8,41.1,0.533,0.424
95,Jr,Gerald Henderson,Duke,ACC,74.1,4.3,8.6,110.6,27.2,49.4,54.2,4.7,14.4,18.0,15.4,2.4,2.4,39.7,0.49,0.336
96,Jr,Da'Sean Butler,West Virginia,BE,82.6,4.3,6.7,108.7,25.9,49.2,53.1,7.1,13.5,11.5,16.3,1.0,2.4,30.4,0.473,0.35
99,Sr,Josh Shipp,UCLA,P12,68.5,4.2,8.0,117.5,22.4,58.6,62.0,3.2,10.2,10.4,16.9,1.4,2.7,31.5,0.548,0.433
100,Sr,Dionte Christmas,Temple,A10,87.6,4.2,6.5,105.4,29.2,51.5,55.0,3.6,14.9,18.7,17.2,0.4,2.6,30.0,0.498,0.352
103,Fr,Willie Warren,Oklahoma,B12,78.1,4.2,5.9,116.9,21.6,56.5,60.6,2.0,5.6,19.0,18.7,0.2,2.1,40.1,0.571,0.372
104,Jr,Tasmin Mitchell,LSU,SEC,80.6,4.2,5.8,113.8,24.2,53.4,56.7,9.0,15.3,12.8,14.9,2.0,2.8,35.7,0.522,0.526
105,Sr,Justin Dentmon,Washington,P12,70.1,4.2,9.9,120.4,21.9,53.8,59.3,3.3,7.4,16.3,16.7,0.5,2.9,42.8,0.477,0.411
108,Jr,Ryan Wittman,Cornell,Ivy,85.8,4.2,4.1,115.1,24.3,55.3,58.3,1.5,10.3,16.4,13.6,0.6,1.6,20.9,0.484,0.409
109,So,Lavoy Allen,Temple,A10,76.0,4.2,6.7,123.8,18.3,59.2,60.3,14.6,17.9,13.8,13.6,5.1,0.8,31.0,0.6,0.333
112,Sr,Jon Brockman,Washington,P12,73.8,4.1,6.5,114.3,23.0,52.9,55.7,15.3,25.7,7.7,14.8,0.3,1.6,55.5,0.53,0.0
113,Sr,Josh Heytvelt,Gonzaga,WCC,72.8,4.1,5.7,119.1,22.2,57.7,60.7,7.7,16.3,4.4,11.1,3.0,1.2,45.6,0.574,0.393
114,Sr,K.C. Rivers,Clemson,ACC,77.1,4.1,7.9,118.1,20.1,53.9,55.0,7.2,14.5,9.8,12.5,1.4,3.2,14.8,0.498,0.392
115,Jr,DeShawn Sims,Michigan,B10,76.2,4.1,5.3,109.6,25.4,53.3,55.3,9.6,17.3,6.9,10.0,2.8,2.4,21.4,0.544,0.325
118,Jr,A.J. Slaughter,Western Kentucky,SB,83.9,4.0,3.8,113.4,23.8,50.5,54.4,2.2,8.1,21.2,15.5,0.1,2.3,31.5,0.467,0.364
119,Jr,Hasheem Thabeet,Connecticut,BE,75.1,4.0,11.2,118.7,19.4,64.4,64.8,13.4,21.7,3.0,17.5,11.9,1.2,78.3,0.644,0.0
124,So,Robbie John Hummel,Purdue,B10,63.1,4.0,9.9,117.1,20.9,53.4,56.7,6.8,20.2,14.0,9.9,2.2,2.4,30.5,0.497,0.381
127,Sr,B.J. Raymond,Xavier,A10,73.6,4.0,7.1,117.6,20.9,57.1,60.0,2.2,13.3,10.9,15.3,1.2,1.0,25.0,0.513,0.411
133,Sr,Byron Eaton,Oklahoma St.,B12,78.7,3.9,5.0,106.3,27.3,45.6,55.8,2.9,10.0,32.6,22.7,0.3,3.9,83.8,0.459,0.299
138,Sr,Danny Green,North Carolina,ACC,68.6,3.9,11.8,120.8,19.5,56.3,58.6,6.8,10.3,16.3,16.4,4.4,3.4,15.5,0.508,0.414
141,So,Tyler Newbold,Utah St.,WAC,80.6,3.8,5.2,130.2,14.4,56.1,59.0,3.8,12.5,18.2,11.0,1.1,0.8,26.1,0.487,0.4
142,Sr,Dante Cunningham,Villanova,BE,78.6,3.8,6.0,109.0,24.7,52.5,55.7,9.5,17.0,8.8,15.8,4.8,2.2,38.3,0.527,0.0
143,Jr,D.J. Rivera,Binghamton,AE,87.7,3.8,4.3,109.4,26.7,52.0,54.6,6.2,14.3,7.5,10.8,1.3,3.0,42.1,0.537,0.322
151,Jr,Scottie Reynolds,Villanova,BE,80.1,3.8,5.7,108.7,24.0,48.9,55.9,1.9,8.0,20.5,19.5,0.4,2.8,48.8,0.454,0.349
153,Jr,Patrick Christopher,California,P12,82.1,3.7,3.9,109.8,22.5,50.1,53.9,4.9,9.3,12.2,13.5,0.5,1.4,23.6,0.483,0.358
154,Sr,Terrel Harris,Oklahoma St.,B12,78.7,3.7,6.2,114.5,20.0,57.1,60.8,3.0,13.8,11.6,16.2,1.1,3.1,35.2,0.575,0.377
160,Sr,Marcus Landry,Wisconsin,B10,77.1,3.7,6.8,108.6,23.5,54.5,55.9,6.8,13.4,12.7,15.1,4.1,1.6,27.5,0.544,0.367
162,Sr,A.J. Price,Connecticut,BE,73.0,3.7,5.7,108.5,24.4,50.7,53.9,2.1,9.2,28.5,20.2,0.0,1.2,30.3,0.422,0.398
163,Jr,Damion James,Texas,B12,73.3,3.7,7.3,107.3,27.0,50.0,53.2,11.1,23.3,10.0,16.6,3.0,2.0,35.7,0.503,0.326
165,So,Ryan Rossiter,Siena,MAAC,71.4,3.7,6.3,127.3,15.1,62.4,67.0,11.6,17.6,7.4,16.7,6.2,2.2,60.4,0.628,0.0
166,So,Tai Wesley,Utah St.,WAC,72.2,3.7,6.1,117.0,23.5,59.4,62.2,11.3,15.2,18.7,20.0,3.2,2.6,55.0,0.591,1.0
169,So,JaJuan Johnson,Purdue,B10,66.8,3.7,8.2,112.7,24.2,54.0,58.1,9.6,14.4,6.2,12.3,8.3,1.2,45.2,0.544,0.0
171,So,James Johnson,Wake Forest,ACC,76.3,3.7,8.4,113.5,22.2,57.4,59.3,9.6,19.2,12.3,18.5,5.0,2.5,28.7,0.598,0.319
172,Fr,Tyreke Evans,Memphis,CUSA,72.2,3.7,10.6,101.8,33.0,48.9,52.9,5.0,15.3,30.0,21.8,2.8,4.2,38.4,0.514,0.274
180,Sr,Leon Buchanan,Morehead St.,OVC,84.5,3.6,1.6,115.3,22.2,52.0,59.9,10.1,10.8,7.0,17.9,1.1,1.2,67.9,0.512,0.75
184,Sr,Leo Lyons,Missouri,B12,56.6,3.6,7.3,109.1,30.5,50.0,56.9,10.2,18.2,15.8,17.7,3.0,2.4,68.6,0.499,0.357
185,Sr,Stephen McDowell,Chattanooga,SC,84.9,3.6,3.0,115.9,21.4,56.0,59.1,3.0,7.3,10.4,13.7,0.0,1.4,26.0,0.444,0.41
186,Sr,Robert Dozier,Memphis,CUSA,75.3,3.6,8.8,114.4,21.0,55.2,59.4,10.7,16.5,9.3,18.2,5.6,2.5,53.8,0.549,0.375
192,Sr,Jeff Adrien,Connecticut,BE,82.0,3.6,5.7,110.0,20.5,51.1,53.4,10.5,19.4,9.3,14.5,3.0,0.9,50.8,0.512,0.0
193,Jr,Eric Devendorf,Syracuse,BE,78.2,3.5,3.8,106.4,21.9,53.9,57.6,1.3,4.6,16.4,21.6,1.0,1.8,28.2,0.488,0.395
195,Sr,Terrence Williams,Louisville,BE,85.3,3.5,11.4,108.1,21.3,50.4,51.7,4.5,22.7,27.0,18.4,2.3,4.0,29.8,0.459,0.385
197,So,Jon Diebler,Ohio St.,B10,90.7,3.5,5.8,114.3,15.9,59.4,61.3,1.2,10.4,13.9,17.5,1.0,1.8,18.0,0.447,0.416
200,Fr,DeMar DeRozan,USC,P12,82.8,3.5,4.9,108.2,22.3,53.1,55.5,9.3,11.6,9.6,17.1,1.2,1.6,40.1,0.562,0.167
207,Jr,Jason Bohannon,Wisconsin,B10,81.5,3.5,4.1,114.2,17.3,49.8,54.3,2.7,10.2,11.1,10.4,0.4,0.9,30.8,0.408,0.366
212,Jr,Trevon Hughes,Wisconsin,B10,79.5,3.5,4.7,104.9,24.1,46.4,52.2,2.6,11.2,20.3,16.4,0.1,3.1,43.2,0.401,0.359
214,Sr,Alfred Aboya,UCLA,P12,68.4,3.5,3.8,119.2,18.3,54.2,58.1,13.2,16.1,3.9,13.1,0.7,2.2,54.2,0.542,0.0
215,Sr,Shaun Green,Utah,MWC,72.7,3.4,9.1,121.0,17.2,61.0,62.5,5.9,14.1,13.7,14.6,3.3,2.2,25.2,0.691,0.39
220,Jr,Reggie Holmes,Morgan St.,MEAC,77.9,3.4,5.3,112.5,25.3,47.4,51.9,6.7,13.2,4.0,10.1,1.1,2.3,36.3,0.379,0.367
223,Jr,Theo Robertson,California,P12,82.5,3.4,4.0,110.4,19.9,57.4,60.0,2.8,11.3,14.2,20.1,0.2,1.3,23.8,0.488,0.487
227,Jr,Adam Koch,Northern Iowa,MVC,69.0,3.4,4.3,110.9,25.6,52.1,60.5,7.0,15.5,16.2,19.3,2.0,1.1,83.8,0.533,0.311
228,Jr,Paul Harris,Syracuse,BE,72.4,3.4,6.0,110.4,20.1,50.8,56.9,8.9,18.3,12.5,19.2,2.4,1.9,55.8,0.535,0.233
229,Sr,Jeremy Chappell,Robert Morris,NEC,81.4,3.4,8.2,110.0,26.0,56.3,59.1,6.0,17.3,22.3,20.1,2.2,4.5,19.6,0.535,0.396
233,Jr,Derek Glasser,Arizona St.,P12,78.9,3.4,4.1,112.2,18.7,50.7,58.0,1.8,6.1,28.5,23.2,0.0,1.9,51.9,0.381,0.413
235,Jr,Jonathan Tavernari,BYU,MWC,79.0,3.4,5.9,108.3,23.4,52.4,53.9,3.9,21.6,11.2,10.6,1.1,2.6,11.2,0.477,0.381
236,Sr,Goran Suton,Michigan St.,B10,56.3,3.3,10.0,116.7,19.2,56.6,61.0,12.8,23.9,11.9,20.8,2.2,2.6,33.5,0.543,0.438
239,Jr,Wayne Chism,Tennessee,SEC,64.0,3.3,5.5,110.0,25.2,52.4,55.9,11.5,23.2,9.4,17.4,4.4,1.7,37.9,0.549,0.32
241,So,Corey Raji,Boston College,ACC,68.0,3.3,3.6,119.4,18.5,49.6,52.7,13.8,11.6,11.2,10.6,0.5,1.5,32.5,0.517,0.071
244,So,Joe Trapani,Boston College,ACC,72.3,3.3,4.4,110.8,22.7,50.4,54.7,8.0,17.4,10.4,17.6,3.4,1.2,31.7,0.477,0.364
249,Sr,Garrison Carr,American,Pat,89.3,3.3,1.7,103.1,27.1,52.2,55.0,1.9,8.7,11.0,17.4,0.2,1.7,22.3,0.421,0.389
253,Sr,Joe Krabbenhoft,Wisconsin,B10,74.9,3.3,6.0,113.7,17.9,51.0,57.0,7.9,22.5,17.8,18.9,1.9,2.0,39.0,0.503,0.364
259,So,Terrence Oglesby,Clemson,ACC,64.4,3.2,3.3,112.2,23.2,50.9,54.8,2.7,4.6,12.4,17.4,0.1,1.9,24.4,0.346,0.388
263,Fr,Shelvin Mack,Butler,Horz,77.8,3.2,4.4,106.9,23.8,47.2,51.9,5.3,12.1,26.3,18.0,0.1,2.3,35.0,0.463,0.319
264,Sr,Trent Meacham,Illinois,B10,76.4,3.2,5.7,115.4,16.7,55.0,58.1,1.0,8.3,17.0,13.0,0.4,1.9,21.5,0.425,0.421
267,So,Norris Cole,Cleveland St.,Horz,84.2,3.2,3.7,109.3,20.9,50.3,53.8,3.3,5.3,16.5,13.3,0.5,2.2,24.5,0.531,0.295
269,Sr,J'Nathan Bullock,Cleveland St.,Horz,81.6,3.2,3.7,104.5,25.3,44.1,50.1,7.1,18.5,9.1,11.4,1.5,1.8,44.1,0.447,0.283
270,Jr,Mike Smith,East Tennessee St.,ASun,87.0,3.2,3.7,113.2,20.4,51.1,56.3,4.7,19.2,11.5,13.8,1.7,2.1,42.8,0.49,0.37
272,Jr,Maze Stallworth,Morehead St.,OVC,70.8,3.2,3.6,121.7,17.3,53.9,57.2,6.8,8.1,7.1,12.4,2.1,1.3,29.3,0.419,0.388
282,Jr,Quincy Pondexter,Washington,P12,70.1,3.2,5.9,111.8,20.9,51.1,55.2,10.9,12.3,11.0,18.0,1.2,1.3,38.0,0.518,0.231
283,Jr,Jarvis Varnado,Mississippi St.,SEC,69.5,3.2,8.9,110.7,22.5,54.2,56.8,11.6,19.8,6.7,14.6,15.2,1.3,48.3,0.544,0.0
287,Jr,Jerome Dyson,Connecticut,BE,47.7,3.1,6.7,106.8,24.2,45.5,51.0,4.9,9.5,20.5,16.7,1.0,3.7,45.5,0.43,0.348
290,Jr,Artsiom Parakhouski,Radford,BSth,78.4,3.1,4.0,110.3,24.5,53.5,56.6,14.7,23.0,7.5,15.9,5.0,1.3,54.7,0.54,0.0
293,Sr,Brian Gilmore,American,Pat,80.3,3.1,3.0,112.3,21.0,61.6,63.0,6.7,14.1,14.0,21.4,0.3,1.5,32.0,0.619,0.408
294,Fr,Devin Ebanks,West Virginia,BE,75.2,3.1,7.4,109.3,20.4,47.9,52.8,9.5,20.3,17.4,18.9,2.6,1.7,49.8,0.527,0.125
295,Fr,Isaiah Thomas,Washington,P12,70.1,3.1,4.5,102.9,27.7,45.9,50.8,2.8,9.0,18.0,18.6,0.2,1.9,48.5,0.469,0.29
296,So,Rihards Kuksiks,Arizona St.,P12,79.4,3.1,5.2,115.0,15.7,61.6,62.3,3.8,10.9,10.1,16.7,0.5,1.0,10.5,0.439,0.443
302,Jr,Shawn Taggart,Memphis,CUSA,62.3,3.1,5.9,117.5,19.9,51.6,56.9,13.6,19.9,2.8,12.9,5.6,1.5,50.9,0.54,0.174
303,Jr,Nikola Dragovic,UCLA,P12,58.4,3.1,7.8,120.1,18.0,56.9,59.2,4.9,18.0,10.2,14.8,2.6,1.9,14.2,0.563,0.382
311,Jr,Earl Clark,Louisville,BE,85.4,3.1,5.7,100.3,24.6,49.2,51.7,9.1,18.7,18.2,22.0,4.1,1.7,31.4,0.493,0.326
312,So,B.J. Holmes,Texas A&M,B12,54.5,3.1,7.4,124.7,17.8,49.3,55.6,3.1,8.3,13.2,7.5,0.6,2.4,40.7,0.287,0.41
314,So,Steven Gray,Gonzaga,WCC,67.1,3.0,6.8,121.4,16.4,56.0,57.9,5.5,7.6,12.6,11.5,1.2,2.2,23.9,0.577,0.365
316,Jr,Daniel Hackett,USC,P12,92.7,3.0,4.3,104.1,20.4,52.7,57.8,1.5,11.8,24.7,26.6,0.8,2.3,54.9,0.505,0.376
318,Jr,Obi Muonelo,Oklahoma St.,B12,74.7,3.0,5.0,109.1,20.4,53.2,54.4,4.8,21.9,10.4,13.4,0.1,1.7,15.5,0.44,0.398
323,Jr,Jamal Boykin,California,P12,57.3,3.0,4.3,116.3,21.1,53.5,56.2,12.8,21.1,7.6,11.6,1.3,1.3,32.8,0.529,0.5
326,Jr,Louis Dale,Cornell,Ivy,51.2,3.0,3.1,110.1,26.7,52.4,58.3,3.8,14.7,26.5,20.8,0.2,2.6,41.3,0.515,0.359
330,Sr,Micah Downs,Gonzaga,WCC,63.5,3.0,6.5,120.9,17.3,53.4,57.9,5.9,13.5,7.7,10.0,2.0,2.0,34.0,0.47,0.398
331,So,Rakim Sanders,Boston College,ACC,68.4,3.0,5.5,108.8,23.1,52.3,54.5,7.3,10.6,11.7,18.0,2.7,3.3,27.7,0.538,0.333
335,So,Jackson Emery,BYU,MWC,71.4,3.0,6.7,123.1,13.9,60.0,62.7,2.0,12.7,17.9,15.5,1.2,3.0,36.0,0.652,0.377
340,So,Mike Davis,Illinois,B10,76.4,3.0,5.7,106.8,20.5,53.3,54.8,7.4,23.5,13.8,15.1,2.3,1.4,18.7,0.533,0.0
348,Sr,Matt Kingsley,Stephen F. Austin,Slnd,79.0,2.9,5.3,105.8,25.9,52.8,54.9,7.6,22.5,7.4,11.9,4.1,1.1,31.3,0.53,0.0
354,Sr,Mike Nelson,North Dakota St.,Sum,78.1,2.9,2.6,117.8,17.7,57.5,58.4,3.3,13.1,14.5,13.8,0.6,1.4,20.4,0.572,0.386
357,Sr,Jeremiah Dominguez,Portland St.,BSky,78.3,2.9,4.0,111.3,21.5,55.6,57.6,2.5,8.7,20.2,18.9,0.2,3.3,22.1,0.367,0.438
358,Sr,Derrick Mercer,American,Pat,92.4,2.9,1.9,107.3,20.6,51.9,53.8,2.4,11.7,25.3,18.8,0.4,2.0,39.1,0.494,0.41
363,Jr,Dexter Pittman,Texas,B12,41.1,2.9,9.0,118.0,27.9,61.6,64.2,17.7,18.8,5.3,18.1,5.9,1.3,64.5,0.616,0.0
364,Jr,Lawrence Westbrook,Minnesota,B10,58.1,2.9,3.3,104.5,27.2,50.2,56.0,3.3,9.4,13.8,19.8,0.7,1.7,38.0,0.483,0.353
368,Sr,Austin Johnson,Oklahoma,B12,77.9,2.8,7.0,114.9,15.4,51.2,55.0,2.3,7.9,21.2,19.4,2.5,2.4,29.4,0.504,0.346
369,Fr,Samardo Samuels,Louisville,BE,62.6,2.8,3.9,108.2,23.3,57.8,60.5,11.4,10.1,7.6,21.1,5.4,1.4,58.5,0.58,0.0
370,Jr,Landon Milbourne,Maryland,ACC,71.7,2.8,3.3,109.4,19.6,50.2,54.5,9.9,9.6,4.2,14.9,3.6,2.2,27.8,0.5,0.35
373,Fr,William Buford,Ohio St.,B10,72.5,2.8,3.5,107.0,20.5,51.6,54.4,4.2,11.2,8.3,12.5,1.5,1.9,16.7,0.5,0.361
380,So,E'Twaun Moore,Purdue,B10,81.9,2.8,4.4,98.4,25.1,48.5,51.7,3.9,12.1,19.8,19.2,1.4,2.0,23.6,0.473,0.337
381,Jr,Alex Franklin,Siena,MAAC,79.6,2.8,1.8,107.0,20.7,56.3,58.5,9.4,16.3,4.8,18.7,2.1,2.2,71.7,0.563,0.0
385,So,Steffphon Pettigrew,Western Kentucky,SB,73.9,2.8,0.6,109.2,22.3,51.8,54.1,8.8,11.7,5.7,14.9,0.9,1.2,35.5,0.487,0.387
389,Jr,Donald Sloan,Texas A&M,B12,75.3,2.8,2.6,104.9,22.1,43.6,49.3,1.2,12.5,21.9,14.9,0.2,1.3,42.2,0.402,0.358
391,So,Kenneth Faried,Morehead St.,OVC,73.4,2.8,7.0,108.6,24.9,54.2,55.5,17.1,34.3,11.1,18.3,7.6,3.5,53.1,0.544,0.25
392,Jr,J.P. Prince,Tennessee,SEC,59.9,2.8,6.9,110.7,19.8,57.9,58.8,7.7,9.8,21.7,22.3,2.7,3.2,36.9,0.626,0.125
393,Sr,Dwayne Anderson,Villanova,BE,53.1,2.8,7.6,112.9,17.6,51.3,55.5,10.0,16.4,10.1,17.6,2.1,3.5,26.0,0.557,0.307
395,Jr,Dwight Lewis,USC,P12,84.5,2.8,2.5,101.1,22.3,47.1,51.0,2.7,8.2,12.1,18.6,0.5,1.9,30.2,0.416,0.379
399,So,Demetri McCamey,Illinois,B10,75.8,2.8,5.3,100.3,24.5,49.3,52.1,1.4,8.7,30.5,20.7,0.7,2.0,21.1,0.519,0.313
